Season,Datetime,Div,Country,League,Referee,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,B365H,B365D,B365A,LBH,LBD,LBA,BWH,BWD,BWA
2012/2013,2013-02-10 00:00:00,F1,France,Le Championnat,,Evian Thonon Gaillard,Marseille,1,1,D,0,0,D,3.69,3.32,2.21,3.5,3.2,2.15,3.6,3.2,2.1,3.6,3.2,2.1
2012/2013,2013-02-10 00:00:00,F1,France,Le Championnat,,Lyon,Lille,1,3,A,0,2,A,2.1,3.45,3.86,2.0,3.3,3.8,1.9,3.3,4.2,2.0,3.25,3.9
2012/2013,2013-02-10 00:00:00,B1,Belgium,Jupiler League,,Waasland-Beveren,Anderlecht,1,2,A,1,0,H,6.94,4.52,1.51,5.75,4.2,1.53,6.0,3.75,1.44,6.25,4.0,1.45
2012/2013,2013-02-10 00:00:00,B1,Belgium,Jupiler League,,Standard,Bergen,0,1,A,0,1,A,1.44,4.7,7.99,1.44,4.5,7.0,1.4,3.75,7.0,1.4,4.33,6.5
2012/2013,2013-02-10 00:00:00,D1,Germany,Bundesliga 1,,Freiburg,Fortuna Dusseldorf,1,0,H,0,0,D,1.61,4.14,6.43,1.62,3.75,5.5,1.65,3.75,5.25,1.62,3.9,5.25
2012/2013,2013-02-09 00:00:00,SP2,Spain,La Liga Segunda Division,,Santander,Huesca,1,0,H,1,0,H,2.19,3.33,3.66,2.1,3.3,3.5,2.2,3.2,2.8,2.15,3.1,3.2
2012/2013,2013-02-09 00:00:00,SP2,Spain,La Liga Segunda Division,,Lugo,Sp Gijon,1,2,A,0,1,A,2.75,3.26,2.78,2.6,3.1,2.8,2.2,3.1,2.87,2.6,3.0,2.6
2012/2013,2013-02-09 00:00:00,SP2,Spain,La Liga Segunda Division,,Murcia,Recreativo,1,2,A,0,0,D,2.35,3.28,3.33,2.3,3.2,3.1,2.3,3.2,2.7,2.25,3.1,3.0
2012/2013,2013-02-09 00:00:00,SP2,Spain,La Liga Segunda Division,,Xerez,Real Madrid B,0,1,A,0,0,D,2.42,3.49,3.03,2.4,3.2,3.0,2.4,3.3,2.5,2.25,3.3,2.85
2012/2013,2013-02-09 00:00:00,SP2,Spain,La Liga Segunda Division,,Villarreal,Ponferradina,3,0,H,2,0,H,1.62,3.82,6.56,1.67,3.6,5.25,1.61,3.5,4.5,1.65,3.4,5.0
2012/2013,2013-02-09 00:00:00,SP2,Spain,La Liga Segunda Division,,Elche,Cordoba,0,0,D,0,0,D,2.02,3.32,4.28,1.91,3.3,4.2,1.8,3.3,3.75,1.9,3.1,4.0
2012/2013,2013-02-09 00:00:00,SC3,Scotland,Division 3,,Elgin,Annan Athletic,3,1,H,3,0,H,2.18,3.85,3.15,2.0,3.6,3.2,1.9,3.5,3.2,2.0,3.5,3.1
2012/2013,2013-02-09 00:00:00,SC3,Scotland,Division 3,,Rangers,Queens Park,4,0,H,0,0,D,,,,1.14,7.0,10.0,1.12,6.5,12.0,1.15,7.0,10.5
2012/2013,2013-02-09 00:00:00,SC3,Scotland,Division 3,,Stirling,Montrose,3,1,H,2,1,H,3.08,3.84,2.22,2.88,3.6,2.1,3.0,3.6,1.95,3.2,3.4,2.0
2012/2013,2013-02-09 00:00:00,SP1,Spain,La Liga Primera Division,,La Coruna,Granada,0,3,A,0,1,A,2.04,3.59,3.98,2.0,3.3,3.8,2.15,3.4,3.2,2.05,3.3,3.6
2012/2013,2013-02-09 00:00:00,SP2,Spain,La Liga Segunda Division,,Girona,Hercules,1,1,D,1,0,H,1.85,3.56,4.76,1.85,3.4,4.33,1.8,3.2,4.0,1.78,3.25,4.33
2012/2013,2013-02-09 00:00:00,SP1,Spain,La Liga Primera Division,,Mallorca,Osasuna,1,1,D,0,0,D,2.16,3.41,3.77,2.1,3.3,3.5,2.1,3.4,3.4,2.1,3.2,3.6
2012/2013,2013-02-09 00:00:00,SP2,Spain,La Liga Segunda Division,,Barcelona B,Guadalajara,0,1,A,0,0,D,1.62,4.24,5.68,1.57,3.8,6.0,1.53,3.3,6.0,1.57,3.8,5.0
2012/2013,2013-02-09 00:00:00,SP1,Spain,La Liga Primera Division,,Levante,Malaga,1,2,A,1,1,D,2.57,3.45,2.93,2.5,3.25,2.8,2.5,3.25,2.75,2.55,3.25,2.75
2012/2013,2013-02-09 00:00:00,SP1,Spain,La Liga Primera Division,,Real Madrid,Sevilla,4,1,H,2,0,H,1.39,5.45,8.47,1.36,5.0,7.5,1.33,5.5,7.5,1.35,5.0,8.0
2012/2013,2013-02-09 00:00:00,D2,Germany,Bundesliga 2,,Duisburg,Munich 1860,1,3,A,1,2,A,2.59,3.33,2.91,2.4,3.3,2.88,2.37,3.3,2.75,2.55,3.35,2.55
2012/2013,2013-02-09 00:00:00,D2,Germany,Bundesliga 2,,Cottbus,FC Koln,0,0,D,0,0,D,2.79,3.33,2.69,2.63,3.3,2.63,2.37,3.3,2.75,2.45,3.3,2.7
2012/2013,2013-02-09 00:00:00,T1,Turkey,Futbol Ligi 1,,Buyuksehyr,Akhisar Belediyespor,0,2,A,0,1,A,1.71,3.78,5.49,1.67,3.5,5.5,1.66,3.4,4.5,1.67,3.5,5.0
2012/2013,2013-02-09 00:00:00,T1,Turkey,Futbol Ligi 1,,Elazigspor,Besiktas,1,3,A,1,1,D,3.72,3.72,2.03,4.0,3.4,1.91,3.5,3.25,1.9,3.75,3.6,1.87
2012/2013,2013-02-09 00:00:00,SP1,Spain,La Liga Primera Division,,Celta,Valencia,0,1,A,0,0,D,2.91,3.44,2.59,2.63,3.3,2.63,2.75,3.3,2.5,2.65,3.3,2.6
2012/2013,2013-02-09 00:00:00,T1,Turkey,Futbol Ligi 1,,Karabukspor,Bursaspor,0,3,A,0,0,D,2.87,3.49,2.54,2.8,3.4,2.4,2.62,3.2,2.37,2.65,3.3,2.5
2012/2013,2013-02-09 00:00:00,SC3,Scotland,Division 3,,East Stirling,Peterhead,2,4,A,0,4,A,3.98,3.68,1.952,3.6,3.5,1.91,3.3,3.6,1.83,3.4,3.2,2.0
2012/2013,2013-02-09 00:00:00,SC3,Scotland,Division 3,,Berwick,Clyde,3,3,D,0,1,A,1.8769999999999998,3.9,4.08,1.83,3.5,3.75,1.83,3.5,3.4,1.85,3.6,3.4
2012/2013,2013-02-09 00:00:00,T1,Turkey,Futbol Ligi 1,,Genclerbirligi,Eskisehirspor,0,2,A,0,1,A,2.45,3.44,3.03,2.3,3.4,3.0,2.25,3.2,2.8,2.3,3.25,2.95
2012/2013,2013-02-09 00:00:00,G1,Greece,Ethniki Katigoria,,PAOK,OFI,3,1,H,2,1,H,1.42,4.54,9.61,1.4,4.0,9.5,1.44,3.75,6.0,1.45,3.8,8.5
2012/2013,2013-02-09 00:00:00,E1,England,Championship,,Blackburn,Ipswich,1,0,H,0,0,D,1.97,3.65,4.08,2.0,3.6,4.0,1.95,3.3,4.0,1.9,3.3,4.0
2012/2013,2013-02-09 00:00:00,E3,England,League 2,,Morecambe,Exeter,0,3,A,0,0,D,2.59,3.43,2.85,2.6,3.5,2.8,2.37,3.4,2.87,2.35,3.2,2.75
2012/2013,2013-02-09 00:00:00,E3,England,League 2,,Wycombe,York,4,0,H,2,0,H,2.58,3.43,2.85,2.55,3.5,2.9,2.3,3.4,3.0,2.3,3.25,2.8
2012/2013,2013-02-09 00:00:00,E3,England,League 2,,Torquay,Fleetwood Town,0,1,A,0,1,A,2.79,3.4,2.64,2.75,3.4,2.7,2.5,3.4,2.7,2.5,3.25,2.55
2012/2013,2013-02-09 00:00:00,G1,Greece,Ethniki Katigoria,,Asteras Tripolis,Olympiakos,0,1,A,0,0,D,4.5,3.47,1.93,4.5,3.4,1.83,4.0,3.2,1.8,4.75,3.2,1.83
2012/2013,2013-02-09 00:00:00,G1,Greece,Ethniki Katigoria,,Atromitos,Veria,0,0,D,0,0,D,1.56,3.92,7.41,1.53,3.6,7.5,1.5,3.5,6.0,1.57,3.5,6.75
2012/2013,2013-02-09 00:00:00,E3,England,League 2,,Oxford,Bristol Rvs,0,2,A,0,0,D,2.19,3.6,3.39,2.15,3.6,3.6,1.95,3.5,3.75,2.0,3.25,3.4
2012/2013,2013-02-09 00:00:00,E3,England,League 2,,Northampton,Rochdale,3,1,H,1,0,H,2.09,3.68,3.57,2.1,3.75,3.6,1.95,3.5,3.75,1.95,3.2,3.6
2012/2013,2013-02-09 00:00:00,E3,England,League 2,,Dag and Red,Cheltenham,1,0,H,0,0,D,2.7,3.38,2.75,2.63,3.5,2.8,2.6,3.3,2.62,2.45,3.2,2.65
2012/2013,2013-02-09 00:00:00,E3,England,League 2,,Chesterfield,AFC Wimbledon,2,0,H,0,0,D,1.83,3.77,4.56,1.8,3.8,4.75,1.66,3.75,5.0,1.65,3.6,4.6
2012/2013,2013-02-09 00:00:00,F2,France,Division 2,,Nantes,Arles,1,1,D,1,1,D,1.55,3.91,7.77,1.5,3.8,7.5,1.5,3.6,6.5,1.5,3.7,7.0
2012/2013,2013-02-09 00:00:00,E1,England,Championship,,Wolves,Leeds,2,2,D,0,0,D,2.34,3.47,3.23,2.38,3.5,3.1,2.37,3.4,2.87,2.3,3.2,3.0
2012/2013,2013-02-09 00:00:00,E1,England,Championship,,Sheffield Weds,Derby,2,2,D,0,1,A,2.43,3.46,3.08,2.4,3.5,3.1,2.3,3.4,3.0,2.3,3.2,3.0
2012/2013,2013-02-09 00:00:00,E1,England,Championship,,Peterboro,Leicester,2,1,H,0,0,D,4.99,4.07,1.72,5.25,4.0,1.7,4.5,3.75,1.72,5.0,3.9,1.6
2012/2013,2013-02-09 00:00:00,E1,England,Championship,,Middlesbrough,Barnsley,2,3,A,0,1,A,1.86,3.76,4.49,1.85,3.6,4.75,1.83,3.4,4.5,1.75,3.5,4.5
2012/2013,2013-02-09 00:00:00,I1,Italy,Serie A,,Juventus,Fiorentina,2,0,H,2,0,H,1.72,3.88,5.56,1.62,3.8,5.5,1.61,3.75,5.5,1.65,3.9,5.0
2012/2013,2013-02-09 00:00:00,I2,Italy,Serie B,,Verona,Vicenza,0,1,A,0,0,D,1.56,4.07,7.07,1.5,4.0,7.0,1.5,3.6,6.0,1.5,3.75,6.75
2012/2013,2013-02-09 00:00:00,E1,England,Championship,,Charlton,Birmingham,1,1,D,0,0,D,2.42,3.48,3.09,2.38,3.5,3.1,2.2,3.4,3.2,2.2,3.3,3.1
2012/2013,2013-02-09 00:00:00,B1,Belgium,Jupiler League,,Club Brugge,Oud-Heverlee Leuven,3,1,H,0,0,D,1.41,5.08,8.01,1.4,5.0,6.5,1.4,3.75,7.0,1.4,4.6,6.0
2012/2013,2013-02-09 00:00:00,N1,Netherlands,Eredivisie,,Heracles,Willem II,4,1,H,3,1,H,1.47,4.98,6.81,1.44,4.0,8.0,1.4,4.2,6.0,1.45,4.0,6.25
2012/2013,2013-02-09 00:00:00,N1,Netherlands,Eredivisie,,Vitesse,PSV Eindhoven,2,2,D,0,1,A,4.95,4.27,1.68,5.5,3.9,1.6,5.0,3.5,1.57,5.0,3.6,1.6
2012/2013,2013-02-09 00:00:00,B1,Belgium,Jupiler League,,Mechelen,Cercle Brugge,2,0,H,0,0,D,1.92,3.76,4.12,1.83,3.75,4.0,1.8,3.4,3.6,1.91,3.5,3.4
2012/2013,2013-02-09 00:00:00,B1,Belgium,Jupiler League,,Lokeren,Waregem,1,1,D,0,1,A,2.31,3.47,3.24,2.25,3.4,3.1,2.2,3.25,2.75,2.25,3.4,2.75
2012/2013,2013-02-09 00:00:00,B1,Belgium,Jupiler League,,Kortrijk,Gent,1,0,H,0,0,D,2.68,3.36,2.77,2.6,3.3,2.63,2.37,3.1,2.62,2.55,3.2,2.55
2012/2013,2013-02-09 00:00:00,B1,Belgium,Jupiler League,,Germinal,Genk,0,2,A,0,1,A,3.71,3.74,2.03,3.9,3.5,1.91,3.4,3.25,1.9,3.6,3.25,1.95
2012/2013,2013-02-09 00:00:00,B1,Belgium,Jupiler League,,Charleroi,Lierse,1,0,H,1,0,H,2.29,3.47,3.28,2.3,3.25,3.1,2.2,3.25,2.75,2.3,3.25,2.8
2012/2013,2013-02-09 00:00:00,I2,Italy,Serie B,,Spezia,Ascoli,4,3,H,0,2,A,1.83,3.44,5.25,1.75,3.5,4.75,1.72,3.2,4.33,1.8,3.25,4.6
2012/2013,2013-02-09 00:00:00,I2,Italy,Serie B,,Crotone,Grosseto,1,0,H,1,0,H,2.03,3.32,4.23,1.95,3.2,4.2,1.9,3.0,3.75,1.9,3.2,4.1
2012/2013,2013-02-09 00:00:00,I2,Italy,Serie B,,Juve Stabia,Novara,2,4,A,0,1,A,2.1,3.09,4.34,2.0,3.1,4.2,2.0,3.0,3.4,2.05,3.0,3.8
2012/2013,2013-02-09 00:00:00,I2,Italy,Serie B,,Modena,Reggina,1,1,D,1,0,H,2.18,3.17,3.91,2.0,3.1,4.2,2.0,3.0,3.5,2.0,3.0,4.0
2012/2013,2013-02-09 00:00:00,I2,Italy,Serie B,,Padova,Brescia,0,0,D,0,0,D,2.35,3.1,3.54,2.25,3.1,3.4,2.2,3.0,3.0,2.25,3.0,3.3
2012/2013,2013-02-09 00:00:00,I2,Italy,Serie B,,Pro Vercelli,Sassuolo,1,3,A,1,2,A,4.25,3.28,2.04,3.9,3.25,2.0,3.5,3.0,2.0,4.15,3.2,1.9
2012/2013,2013-02-09 00:00:00,E1,England,Championship,,Huddersfield,Cardiff,0,0,D,0,0,D,4.16,3.63,1.96,3.9,3.75,2.0,3.75,3.5,1.9,3.8,3.4,1.91
2012/2013,2013-02-09 00:00:00,E1,England,Championship,,Bristol City,Nott'm Forest,2,0,H,0,0,D,2.93,3.43,2.55,2.9,3.5,2.5,2.75,3.3,2.5,2.85,3.2,2.4
2012/2013,2013-02-09 00:00:00,N1,Netherlands,Eredivisie,,Groningen,Waalwijk,2,1,H,1,1,D,2.06,3.55,3.82,2.05,3.4,3.5,2.0,3.2,3.2,2.0,3.25,3.4
2012/2013,2013-02-09 00:00:00,EC,England,Conference,,Braintree Town,Hereford,0,2,A,0,1,A,2.37,3.71,2.94,2.38,3.4,2.88,2.25,3.25,2.7,2.35,3.25,2.65
2012/2013,2013-02-09 00:00:00,EC,England,Conference,,Luton,Forest Green,1,1,D,1,1,D,2.09,3.67,3.58,2.0,3.6,3.5,2.1,3.25,2.9,2.0,3.2,3.4
2012/2013,2013-02-09 00:00:00,EC,England,Conference,,Lincoln,Dartford,2,1,H,1,0,H,2.08,3.77,3.52,2.05,3.5,3.4,2.2,3.25,2.75,2.05,3.3,3.1
2012/2013,2013-02-09 00:00:00,EC,England,Conference,,Kidderminster,Cambridge,3,2,H,2,1,H,2.01,3.71,3.85,2.0,3.5,3.6,1.9,3.4,3.25,1.9,3.25,3.6
2012/2013,2013-02-09 00:00:00,EC,England,Conference,,Hyde United,Macclesfield,1,1,D,0,1,A,3.31,3.64,2.21,3.2,3.4,2.2,2.6,3.4,2.25,2.8,3.25,2.25
2012/2013,2013-02-09 00:00:00,EC,England,Conference,,Grimsby,Telford United,1,0,H,0,0,D,1.41,4.71,9.09,1.36,4.75,8.0,1.33,4.33,7.0,1.4,4.4,6.0
2012/2013,2013-02-09 00:00:00,EC,England,Conference,,Ebbsfleet,Gateshead,3,1,H,2,1,H,2.74,3.56,2.6,2.63,3.25,2.63,2.37,3.25,2.5,2.5,3.25,2.5
2012/2013,2013-02-09 00:00:00,EC,England,Conference,,Alfreton Town,Woking,0,3,A,0,0,D,2.34,3.74,2.99,2.3,3.4,3.0,2.25,3.3,2.62,2.25,3.25,2.8
2012/2013,2013-02-09 00:00:00,EC,England,Conference,,Newport County,Tamworth,2,2,D,2,0,H,1.77,3.95,4.7,1.73,3.75,4.5,1.61,3.6,4.33,1.65,3.7,4.25
2012/2013,2013-02-09 00:00:00,F1,France,Le Championnat,,Nancy,Reims,1,2,A,1,0,H,1.94,3.38,4.69,1.91,3.3,4.2,2.0,3.2,4.0,1.87,3.4,4.25
2012/2013,2013-02-09 00:00:00,F1,France,Le Championnat,,Nice,Lorient,1,1,D,0,0,D,2.1,3.37,3.9,2.0,3.2,4.0,2.05,3.25,3.75,2.0,3.2,4.0
2012/2013,2013-02-09 00:00:00,F1,France,Le Championnat,,St Etienne,Montpellier,4,1,H,2,0,H,2.06,3.38,4.11,2.0,3.2,4.0,2.1,3.25,3.5,1.95,3.25,4.1
2012/2013,2013-02-09 00:00:00,F1,France,Le Championnat,,Troyes,Sochaux,0,0,D,0,0,D,1.99,3.41,4.37,1.95,3.2,4.2,1.95,3.2,4.2,1.87,3.4,4.25
2012/2013,2013-02-09 00:00:00,F1,France,Le Championnat,,Valenciennes,Brest,2,1,H,2,0,H,1.74,3.75,5.44,1.62,3.75,5.5,1.61,3.75,5.5,1.67,3.4,5.75
2012/2013,2013-02-09 00:00:00,EC,England,Conference,,Mansfield,Barrow,8,1,H,5,1,H,1.49,4.57,7.26,1.44,4.75,6.0,1.53,3.75,5.0,1.5,3.8,5.5
2012/2013,2013-02-09 00:00:00,EC,England,Conference,,Nuneaton Town,Southport,0,1,A,0,1,A,2.53,3.65,2.78,2.5,3.25,2.8,2.5,3.2,2.5,2.55,3.25,2.45
2012/2013,2013-02-09 00:00:00,E1,England,Championship,,Brighton,Hull,1,0,H,0,0,D,2.44,3.35,3.15,2.45,3.4,3.1,2.37,3.3,2.9,2.35,3.3,2.85
2012/2013,2013-02-09 00:00:00,E3,England,League 2,,Accrington,Southend,1,1,D,0,0,D,3.69,3.56,2.09,3.8,3.5,2.1,3.4,3.4,2.1,3.3,3.2,2.05
2012/2013,2013-02-09 00:00:00,E1,England,Championship,,Bolton,Burnley,2,1,H,0,0,D,2.27,3.59,3.26,2.25,3.6,3.3,2.25,3.4,3.1,2.2,3.3,3.1
2012/2013,2013-02-09 00:00:00,E1,England,Championship,,Blackpool,Millwall,2,1,H,0,1,A,1.99,3.67,4.0,2.05,3.6,3.8,2.1,3.3,3.5,2.0,3.3,3.6
2012/2013,2013-02-09 00:00:00,E3,England,League 2,,Burton,Rotherham,2,0,H,1,0,H,3.36,3.45,2.25,3.25,3.5,2.3,2.87,3.4,2.37,2.85,3.3,2.25
2012/2013,2013-02-09 00:00:00,E3,England,League 2,,Bradford,Gillingham,0,1,A,0,0,D,2.5,3.43,2.96,2.5,3.4,3.0,2.6,3.3,2.62,2.45,3.25,2.6
2012/2013,2013-02-09 00:00:00,E3,England,League 2,,Barnet,Port Vale,0,0,D,0,0,D,4.07,3.64,1.96,4.0,3.6,2.0,3.6,3.5,2.0,3.7,3.3,1.9
2012/2013,2013-02-09 00:00:00,E3,England,League 2,,Aldershot,Plymouth,1,2,A,1,2,A,2.06,3.45,3.94,2.15,3.6,3.6,2.1,3.4,3.4,2.1,3.2,3.2
2012/2013,2013-02-09 00:00:00,EC,England,Conference,,Wrexham,Stockport,3,1,H,1,0,H,1.55,4.41,6.32,1.53,4.0,6.0,1.44,4.0,5.5,1.5,4.0,5.25
2012/2013,2013-02-09 00:00:00,D1,Germany,Bundesliga 1,,Stuttgart,Werder Bremen,1,4,A,0,1,A,2.47,3.71,2.88,2.25,3.5,3.0,2.25,3.5,3.0,2.35,3.5,2.8
2012/2013,2013-02-09 00:00:00,D1,Germany,Bundesliga 1,,Bayern Munich,Schalke 04,4,0,H,2,0,H,1.25,6.6,14.0,1.25,5.5,12.0,1.25,5.5,12.0,1.26,6.5,8.5
2012/2013,2013-02-09 00:00:00,D1,Germany,Bundesliga 1,,Dortmund,Hamburg,1,4,A,1,2,A,1.26,6.47,14.2,1.25,6.0,10.0,1.25,5.5,12.0,1.26,6.25,9.0
2012/2013,2013-02-09 00:00:00,D1,Germany,Bundesliga 1,,Ein Frankfurt,Nurnberg,0,0,D,0,0,D,1.85,3.83,4.54,1.83,3.5,4.33,1.83,3.5,4.33,1.85,3.6,4.1
2012/2013,2013-02-09 00:00:00,D1,Germany,Bundesliga 1,,Greuther Furth,Wolfsburg,0,1,A,0,1,A,3.09,3.38,2.5,2.88,3.3,2.4,2.87,3.3,2.4,2.9,3.3,2.4
2012/2013,2013-02-09 00:00:00,D1,Germany,Bundesliga 1,,Hannover,Hoffenheim,1,0,H,1,0,H,2.28,3.59,3.29,2.2,3.4,3.2,2.05,3.5,3.4,2.1,3.5,3.3
2012/2013,2013-02-09 00:00:00,D1,Germany,Bundesliga 1,,M'gladbach,Leverkusen,3,3,D,1,0,H,3.49,3.54,2.21,3.1,3.4,2.25,3.1,3.3,2.3,3.2,3.25,2.25
2012/2013,2013-02-09 00:00:00,N1,Netherlands,Eredivisie,,Heerenveen,VVV Venlo,2,2,D,0,1,A,1.58,4.39,5.87,1.5,4.0,7.0,1.44,4.0,5.5,1.44,3.9,6.75
2012/2013,2013-02-09 00:00:00,I1,Italy,Serie A,,Lazio,Napoli,1,1,D,1,0,H,3.07,3.35,2.52,2.88,3.2,2.5,3.0,3.2,2.37,2.85,3.25,2.45
2012/2013,2013-02-09 00:00:00,N1,Netherlands,Eredivisie,,Den Haag,NAC Breda,2,1,H,0,0,D,2.08,3.65,3.64,2.0,3.4,3.8,2.0,3.2,3.2,2.0,3.25,3.4
2012/2013,2013-02-09 00:00:00,E0,England,Premier League,M Atkinson,Southampton,Man City,3,1,H,2,1,H,5.65,4.14,1.66,5.75,4.0,1.67,5.5,4.0,1.57,5.5,4.0,1.57
2012/2013,2013-02-09 00:00:00,E0,England,Premier League,M Dean,Chelsea,Wigan,4,1,H,1,0,H,1.36,5.47,9.9,1.36,5.5,9.5,1.28,5.5,9.0,1.34,5.0,8.5
2012/2013,2013-02-09 00:00:00,E2,England,League 1,,Leyton Orient,Tranmere,2,1,H,1,0,H,2.66,3.27,2.88,2.7,3.4,2.75,2.6,3.3,2.62,2.45,3.2,2.65
2012/2013,2013-02-09 00:00:00,SC1,Scotland,Division 1,,Airdrie Utd,Morton,0,4,A,0,2,A,7.08,4.86,1.46,6.0,4.33,1.5,5.0,3.8,1.5,6.5,4.0,1.42
2012/2013,2013-02-09 00:00:00,SC1,Scotland,Division 1,,Cowdenbeath,Falkirk,4,1,H,2,1,H,3.8,3.7,1.99,3.75,3.5,1.95,3.1,3.6,1.9,3.2,3.4,2.0
2012/2013,2013-02-09 00:00:00,SC1,Scotland,Division 1,,Livingston,Dumbarton,2,3,A,2,2,D,1.59,4.53,5.58,1.5,4.33,6.0,1.5,3.8,5.0,1.44,4.25,5.5
2012/2013,2013-02-09 00:00:00,E2,England,League 1,,Bournemouth,Portsmouth,2,0,H,0,0,D,,,,1.22,6.5,11.0,1.25,6.0,10.0,1.22,5.5,10.0
2012/2013,2013-02-09 00:00:00,E2,England,League 1,,Brentford,Bury,2,2,D,0,0,D,1.68,3.91,5.56,1.67,4.0,5.75,1.53,4.0,6.0,1.6,3.5,5.25
2012/2013,2013-02-09 00:00:00,E2,England,League 1,,Carlisle,Stevenage,2,1,H,2,1,H,2.2,3.56,3.39,2.3,3.5,3.3,2.37,3.4,2.87,2.15,3.4,2.9
2012/2013,2013-02-09 00:00:00,E2,England,League 1,,Colchester,Preston,1,0,H,0,0,D,2.83,3.42,2.6,2.8,3.4,2.7,2.5,3.4,2.7,2.6,3.25,2.45
2012/2013,2013-02-09 00:00:00,E2,England,League 1,,Doncaster,Walsall,1,2,A,1,1,D,2.11,3.59,3.61,2.1,3.5,3.75,2.0,3.5,3.5,1.95,3.3,3.5
2012/2013,2013-02-09 00:00:00,SC0,Scotland,Premier League,,Kilmarnock,Motherwell,2,0,H,1,0,H,3.24,3.54,2.28,3.1,3.5,2.2,3.0,3.4,2.3,2.9,3.2,2.25
2012/2013,2013-02-09 00:00:00,SC0,Scotland,Premier League,,Inverness C,Celtic,1,3,A,1,1,D,5.36,4.16,1.66,5.5,3.75,1.62,6.0,4.0,1.53,5.5,3.75,1.53
2012/2013,2013-02-09 00:00:00,SC0,Scotland,Premier League,,Dundee United,Hearts,3,1,H,1,0,H,2.54,3.35,2.97,2.3,3.4,3.0,2.37,3.25,3.0,2.2,3.25,2.95
2012/2013,2013-02-09 00:00:00,SC0,Scotland,Premier League,,Aberdeen,St Mirren,0,0,D,0,0,D,2.09,3.52,3.74,2.0,3.5,3.6,2.05,3.3,3.6,1.91,3.4,3.5
2012/2013,2013-02-09 00:00:00,E2,England,League 1,,Coventry,Yeovil,0,1,A,0,1,A,1.92,3.62,4.3,1.91,3.75,4.33,1.9,3.4,4.0,1.83,3.3,4.0
2012/2013,2013-02-09 00:00:00,E0,England,Premier League,H Webb,Norwich,Fulham,0,0,D,0,0,D,2.26,3.47,3.46,2.3,3.4,3.4,2.3,3.3,3.0,2.3,3.25,3.1
2012/2013,2013-02-09 00:00:00,SC1,Scotland,Division 1,,Hamilton,Dunfermline,1,2,A,0,1,A,2.96,3.58,2.42,2.8,3.6,2.3,2.75,3.5,2.1,2.85,3.4,2.15
2012/2013,2013-02-09 00:00:00,E0,England,Premier League,A Taylor,Sunderland,Arsenal,0,1,A,0,1,A,4.59,3.72,1.88,4.5,3.6,1.91,4.33,3.5,1.83,4.0,3.6,1.85
2012/2013,2013-02-09 00:00:00,SC2,Scotland,Division 2,,East Fife,Forfar,1,2,A,0,1,A,2.13,3.8,3.3,2.1,3.75,3.1,2.2,3.5,2.6,2.05,3.5,2.95
2012/2013,2013-02-09 00:00:00,E2,England,League 1,,Shrewsbury,Sheffield United,1,2,A,0,0,D,3.52,3.35,2.24,3.4,3.4,2.3,3.1,3.25,2.3,2.95,3.25,2.2
2012/2013,2013-02-09 00:00:00,E2,England,League 1,,Swindon,Hartlepool,1,1,D,1,0,H,1.4,4.98,8.62,1.44,4.75,8.5,1.36,4.8,8.0,1.35,4.2,8.25
2012/2013,2013-02-09 00:00:00,E2,England,League 1,,Oldham,Milton Keynes Dons,3,1,H,2,1,H,3.28,3.35,2.35,3.25,3.5,2.3,3.1,3.4,2.25,2.85,3.4,2.2
2012/2013,2013-02-09 00:00:00,SC2,Scotland,Division 2,,Queen of Sth,Stenhousemuir,2,1,H,2,0,H,1.281,6.05,11.2,1.29,5.5,10.0,1.22,5.5,8.0,1.25,5.25,8.25
2012/2013,2013-02-09 00:00:00,E0,England,Premier League,P Dowd,Tottenham,Newcastle,2,1,H,1,1,D,1.66,4.09,5.78,1.67,4.0,5.75,1.66,3.75,5.0,1.65,3.8,5.0
2012/2013,2013-02-09 00:00:00,E0,England,Premier League,N Swarbrick,Swansea,QPR,4,1,H,2,0,H,1.83,3.66,4.96,1.83,3.75,4.75,1.83,3.5,4.33,1.83,3.4,4.4
2012/2013,2013-02-09 00:00:00,E0,England,Premier League,M Oliver,Stoke,Reading,2,1,H,0,0,D,1.92,3.58,4.55,1.91,3.5,4.6,1.9,3.3,4.2,1.83,3.4,4.4
2012/2013,2013-02-09 00:00:00,E2,England,League 1,,Scunthorpe,Crawley Town,2,1,H,0,0,D,2.68,3.44,2.73,2.63,3.6,2.75,2.6,3.4,2.6,2.5,3.25,2.55
2012/2013,2013-02-09 00:00:00,SC2,Scotland,Division 2,,Alloa,Ayr,2,2,D,0,1,A,1.699,4.03,5.02,1.67,4.0,4.75,1.57,3.8,4.33,1.65,3.75,4.2
2012/2013,2013-02-09 00:00:00,SC2,Scotland,Division 2,,Albion Rvs,Arbroath,0,1,A,0,1,A,3.64,3.84,2.0,3.2,3.6,2.1,3.0,3.5,2.0,2.95,3.5,2.05
2012/2013,2013-02-09 00:00:00,E2,England,League 1,,Notts County,Crewe,1,1,D,0,1,A,2.15,3.54,3.53,2.1,3.5,3.75,2.05,3.5,3.6,1.95,3.25,3.6
2012/2013,2013-02-09 00:00:00,P1,Portugal,Liga I,,Estoril,Guimaraes,2,0,H,1,0,H,2.09,3.45,3.82,2.0,3.4,3.75,2.1,3.1,3.4,2.1,3.1,3.6
