Season,Datetime,Div,Country,League,Referee,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,B365H,B365D,B365A,LBH,LBD,LBA,BWH,BWD,BWA
2011/2012,2012-04-21 00:00:00,SP2,Spain,La Liga Segunda Division,,Sabadell,Girona,2,3,A,0,1,A,,,,2.25,3.2,3.25,1.95,3.2,3.4,2.2,3.1,3.1
2011/2012,2012-04-21 00:00:00,SP2,Spain,La Liga Segunda Division,,Recreativo,Alcoyano,1,3,A,1,1,D,,,,1.53,3.75,7.0,1.57,3.3,5.5,1.5,3.6,6.5
2011/2012,2012-04-21 00:00:00,SP1,Spain,La Liga Primera Division,,Barcelona,Real Madrid,1,2,A,0,1,A,,,,1.62,4.0,5.0,1.67,4.2,4.33,1.67,4.33,4.5
2011/2012,2012-04-20 00:00:00,SP2,Spain,La Liga Segunda Division,,Villarreal B,Valladolid,0,1,A,0,1,A,,,,3.8,3.4,1.95,3.2,3.2,2.0,3.5,3.4,1.91
2011/2012,2012-04-15 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Alcorcon,0,2,A,0,1,A,,,,3.2,3.25,2.25,2.75,3.25,2.25,3.2,3.1,2.15
2011/2012,2012-04-15 00:00:00,SP2,Spain,La Liga Segunda Division,,Celta,La Coruna,2,3,A,0,1,A,,,,2.2,3.25,3.25,2.2,3.0,3.0,2.1,3.2,3.2
2011/2012,2012-04-15 00:00:00,SP1,Spain,La Liga Primera Division,,Vallecano,Ath Madrid,0,1,A,0,0,D,,,,2.8,3.4,2.4,2.8,3.4,2.4,2.9,3.4,2.45
2011/2012,2012-04-14 00:00:00,SP1,Spain,La Liga Primera Division,,Levante,Barcelona,1,2,A,1,0,H,,,,15.0,6.0,1.2,12.0,6.0,1.22,12.0,6.0,1.22
2011/2012,2012-04-14 00:00:00,SP2,Spain,La Liga Segunda Division,,Murcia,Hercules,2,6,A,1,2,A,,,,2.9,3.1,2.5,2.75,3.1,2.3,2.7,3.1,2.45
2011/2012,2012-04-14 00:00:00,SP2,Spain,La Liga Segunda Division,,Alcoyano,Guadalajara,0,1,A,0,0,D,,,,2.1,3.25,3.5,2.0,3.2,3.2,2.05,3.1,3.5
2011/2012,2012-04-12 00:00:00,SP1,Spain,La Liga Primera Division,,Santander,Mallorca,0,3,A,0,1,A,,,,2.7,3.2,2.63,2.5,3.1,2.9,2.45,3.2,2.85
2011/2012,2012-04-11 00:00:00,SP1,Spain,La Liga Primera Division,,Ath Madrid,Real Madrid,1,4,A,0,1,A,,,,5.5,4.0,1.57,6.0,4.33,1.5,5.5,4.33,1.57
2011/2012,2012-04-07 00:00:00,SP1,Spain,La Liga Primera Division,,Zaragoza,Barcelona,1,4,A,1,2,A,,,,19.0,7.5,1.14,15.0,7.0,1.17,15.0,8.0,1.14
2011/2012,2012-04-07 00:00:00,SP2,Spain,La Liga Segunda Division,,Xerez,Valladolid,0,4,A,0,2,A,,,,3.1,3.25,2.3,2.8,3.1,2.25,3.0,3.2,2.2
2011/2012,2012-03-31 00:00:00,SP1,Spain,La Liga Primera Division,,Sp Gijon,Zaragoza,1,2,A,0,1,A,,,,2.1,3.3,3.5,2.15,3.3,3.3,2.15,3.2,3.4
2011/2012,2012-03-31 00:00:00,SP1,Spain,La Liga Primera Division,,Malaga,Betis,0,2,A,0,2,A,,,,1.67,3.8,5.0,1.62,3.8,5.0,1.6,3.8,5.5
2011/2012,2012-03-31 00:00:00,SP1,Spain,La Liga Primera Division,,Osasuna,Real Madrid,1,5,A,0,3,A,,,,8.0,4.5,1.4,7.0,4.5,1.4,7.75,4.6,1.42
2011/2012,2012-03-31 00:00:00,SP1,Spain,La Liga Primera Division,,Santander,Granada,0,1,A,0,0,D,,,,2.1,3.3,3.5,2.15,3.25,3.3,2.2,3.25,3.5
2011/2012,2012-03-31 00:00:00,SP2,Spain,La Liga Segunda Division,,Guadalajara,Alcorcon,1,2,A,0,1,A,,,,3.0,3.2,2.4,2.62,3.1,2.38,3.1,3.1,2.2
2011/2012,2012-03-31 00:00:00,SP2,Spain,La Liga Segunda Division,,Elche,Huesca,1,2,A,1,0,H,,,,1.57,3.75,6.25,1.62,3.5,4.5,1.55,3.6,5.75
2011/2012,2012-03-26 00:00:00,SP1,Spain,La Liga Primera Division,,Granada,Sevilla,0,3,A,0,1,A,,,,3.0,3.25,2.38,2.88,3.2,2.4,3.1,3.2,2.4
2011/2012,2012-03-25 00:00:00,SP1,Spain,La Liga Primera Division,,Vallecano,Villarreal,0,2,A,0,1,A,,,,2.1,3.4,3.4,2.2,3.3,3.1,2.15,3.3,3.6
2011/2012,2012-03-25 00:00:00,SP1,Spain,La Liga Primera Division,,Levante,Osasuna,0,2,A,0,1,A,,,,2.1,3.3,3.5,2.0,3.3,3.6,2.05,3.3,3.6
2011/2012,2012-03-25 00:00:00,SP2,Spain,La Liga Segunda Division,,Numancia,Valladolid,1,4,A,0,3,A,,,,2.38,3.2,3.0,2.38,3.1,2.62,2.45,3.1,2.7
2011/2012,2012-03-25 00:00:00,SP1,Spain,La Liga Primera Division,,Espanol,Malaga,1,2,A,1,0,H,,,,2.38,3.25,3.0,2.4,3.3,2.8,2.4,3.4,2.95
2011/2012,2012-03-24 00:00:00,SP2,Spain,La Liga Segunda Division,,Recreativo,Alcorcon,1,2,A,0,1,A,,,,2.2,3.25,3.25,2.1,3.0,3.2,2.1,3.0,3.4
2011/2012,2012-03-24 00:00:00,SP2,Spain,La Liga Segunda Division,,Hercules,Gimnastic,1,3,A,0,2,A,,,,1.4,4.2,9.0,1.44,3.5,7.0,1.45,3.75,7.0
2011/2012,2012-03-24 00:00:00,SP1,Spain,La Liga Primera Division,,Mallorca,Barcelona,0,2,A,0,1,A,,,,13.0,6.0,1.22,12.0,5.5,1.25,12.0,6.0,1.22
2011/2012,2012-03-22 00:00:00,SP1,Spain,La Liga Primera Division,,Santander,Sevilla,0,3,A,0,1,A,,,,3.2,3.25,2.25,3.0,3.2,2.38,3.3,3.2,2.2
2011/2012,2012-03-21 00:00:00,SP1,Spain,La Liga Primera Division,,Sociedad,Levante,1,3,A,1,2,A,,,,2.0,3.4,3.75,2.1,3.4,3.3,2.0,3.25,3.8
2011/2012,2012-03-21 00:00:00,SP1,Spain,La Liga Primera Division,,Sp Gijon,Mallorca,2,3,A,1,1,D,,,,2.38,3.25,3.0,2.25,3.3,3.1,2.4,3.4,2.95
2011/2012,2012-03-21 00:00:00,SP1,Spain,La Liga Primera Division,,Valencia,Zaragoza,1,2,A,1,1,D,,,,1.29,5.0,11.0,1.3,5.0,10.0,1.3,5.0,10.0
2011/2012,2012-03-18 00:00:00,SP1,Spain,La Liga Primera Division,,Ath Bilbao,Valencia,0,3,A,0,1,A,,,,2.25,3.4,3.1,2.3,3.4,2.8,2.2,3.3,3.2
2011/2012,2012-03-17 00:00:00,SP2,Spain,La Liga Segunda Division,,Cartagena,Gimnastic,1,3,A,0,0,D,,,,1.85,3.4,4.33,1.85,3.2,3.75,1.78,3.25,4.33
2011/2012,2012-03-17 00:00:00,SP1,Spain,La Liga Primera Division,,Sevilla,Barcelona,0,2,A,0,2,A,,,,8.5,4.75,1.36,7.5,5.0,1.36,7.75,5.0,1.35
2011/2012,2012-03-12 00:00:00,SP1,Spain,La Liga Primera Division,,Villarreal,Getafe,1,2,A,1,1,D,,,,1.91,3.4,4.0,1.91,3.4,4.0,1.91,3.4,4.33
2011/2012,2012-03-11 00:00:00,SP1,Spain,La Liga Primera Division,,Santander,Barcelona,0,2,A,0,1,A,,,,13.0,6.0,1.22,12.0,6.0,1.22,12.5,5.25,1.25
2011/2012,2012-03-11 00:00:00,SP2,Spain,La Liga Segunda Division,,Elche,Valladolid,1,2,A,1,0,H,,,,2.38,3.1,3.1,2.15,3.2,2.88,2.35,3.1,2.85
2011/2012,2012-03-10 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Villarreal B,0,1,A,0,0,D,,,,2.5,3.0,3.0,2.5,3.1,2.5,2.4,2.95,2.9
2011/2012,2012-03-10 00:00:00,SP2,Spain,La Liga Segunda Division,,Guadalajara,La Coruna,1,2,A,0,1,A,,,,4.0,3.4,1.91,3.3,3.25,1.95,3.7,3.25,1.91
2011/2012,2012-03-10 00:00:00,SP2,Spain,La Liga Segunda Division,,Murcia,Las Palmas,1,2,A,1,1,D,,,,2.1,3.2,3.6,2.1,3.0,3.25,2.05,2.75,4.0
2011/2012,2012-03-10 00:00:00,SP1,Spain,La Liga Primera Division,,Betis,Real Madrid,2,3,A,1,1,D,,,,7.0,4.33,1.44,7.5,4.5,1.4,6.75,4.4,1.44
2011/2012,2012-03-04 00:00:00,SP2,Spain,La Liga Segunda Division,,Almeria,Elche,0,2,A,0,1,A,,,,2.05,3.25,3.75,1.8,3.3,3.75,1.95,3.3,3.5
2011/2012,2012-03-04 00:00:00,SP1,Spain,La Liga Primera Division,,Granada,Valencia,0,1,A,0,1,A,,,,3.5,3.3,2.1,3.6,3.4,2.0,3.5,3.4,2.05
2011/2012,2012-03-03 00:00:00,SP1,Spain,La Liga Primera Division,,Getafe,Malaga,1,3,A,1,0,H,,,,2.4,3.2,3.0,2.5,3.3,2.75,2.4,3.3,3.0
2011/2012,2012-03-03 00:00:00,SP2,Spain,La Liga Segunda Division,,Cartagena,Guadalajara,0,2,A,0,0,D,,,,2.0,3.2,4.0,1.8,3.2,4.0,1.88,3.2,3.9
2011/2012,2012-03-03 00:00:00,SP2,Spain,La Liga Segunda Division,,Valladolid,Celta,1,2,A,1,1,D,,,,2.2,3.2,3.4,2.1,3.2,3.0,2.15,3.1,3.2
2011/2012,2012-03-03 00:00:00,SP2,Spain,La Liga Segunda Division,,Xerez,Cordoba,1,2,A,0,0,D,,,,2.3,3.1,3.3,2.25,3.0,2.88,2.15,3.0,3.3
2011/2012,2012-02-26 00:00:00,SP1,Spain,La Liga Primera Division,,Ath Madrid,Barcelona,1,2,A,0,1,A,,,,7.0,4.33,1.44,5.5,4.2,1.5,6.5,4.6,1.48
2011/2012,2012-02-26 00:00:00,SP1,Spain,La Liga Primera Division,,Vallecano,Real Madrid,0,1,A,0,0,D,,,,8.0,4.75,1.36,7.5,5.0,1.33,8.5,5.0,1.33
2011/2012,2012-02-26 00:00:00,SP1,Spain,La Liga Primera Division,,Valencia,Sevilla,1,2,A,1,1,D,,,,1.75,3.5,4.75,1.75,3.5,4.33,1.75,3.6,4.5
2011/2012,2012-02-25 00:00:00,SP2,Spain,La Liga Segunda Division,,Alcoyano,Huesca,0,3,A,0,2,A,,,,2.1,3.25,3.5,1.95,3.1,3.5,1.95,3.25,3.6
2011/2012,2012-02-25 00:00:00,SP2,Spain,La Liga Segunda Division,,Elche,Recreativo,0,3,A,0,2,A,,,,1.91,3.4,4.0,1.91,3.3,3.4,1.83,3.2,4.2
2011/2012,2012-02-25 00:00:00,SP1,Spain,La Liga Primera Division,,Espanol,Levante,1,2,A,0,1,A,,,,1.73,3.5,5.0,1.75,3.5,4.33,1.75,3.5,4.75
2011/2012,2012-02-25 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Xerez,0,1,A,0,1,A,,,,2.6,3.1,2.8,2.6,3.1,2.4,2.65,2.9,2.65
2011/2012,2012-02-25 00:00:00,SP2,Spain,La Liga Segunda Division,,Guadalajara,Villarreal B,0,2,A,0,1,A,,,,2.1,3.2,3.6,2.05,3.0,3.3,2.15,3.0,3.3
2011/2012,2012-02-24 00:00:00,SP2,Spain,La Liga Segunda Division,,Barcelona B,Hercules,0,1,A,0,1,A,,,,1.91,3.4,4.0,1.91,3.1,3.6,1.8,3.4,4.0
2011/2012,2012-02-20 00:00:00,SP1,Spain,La Liga Primera Division,,Zaragoza,Betis,0,2,A,0,1,A,,,,2.6,3.2,2.75,2.4,3.2,2.8,2.55,3.2,2.75
2011/2012,2012-02-19 00:00:00,SP2,Spain,La Liga Segunda Division,,Elche,Celta,0,2,A,0,0,D,,,,2.1,3.3,3.5,2.1,3.1,3.1,2.0,3.1,3.6
2011/2012,2012-02-19 00:00:00,SP1,Spain,La Liga Primera Division,,Levante,Vallecano,3,5,A,0,1,A,,,,2.3,3.2,3.2,2.2,3.25,3.1,2.3,3.1,3.2
2011/2012,2012-02-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Villarreal B,Alcorcon,0,3,A,0,2,A,,,,3.0,3.25,2.38,2.75,3.1,2.3,2.95,3.1,2.3
2011/2012,2012-02-12 00:00:00,SP2,Spain,La Liga Segunda Division,,Girona,Almeria,0,1,A,0,0,D,,,,2.7,3.2,2.6,2.7,3.0,2.38,2.75,2.95,2.5
2011/2012,2012-02-12 00:00:00,SP2,Spain,La Liga Segunda Division,,Hercules,La Coruna,1,4,A,0,2,A,,,,2.5,3.25,2.8,2.38,3.1,2.62,2.4,3.1,2.75
2011/2012,2012-02-12 00:00:00,SP1,Spain,La Liga Primera Division,,Espanol,Zaragoza,0,2,A,0,0,D,,,,1.62,3.75,5.5,1.6,3.6,5.5,1.57,3.8,6.0
2011/2012,2012-02-11 00:00:00,SP2,Spain,La Liga Segunda Division,,Guadalajara,Xerez,1,2,A,1,1,D,,,,2.5,3.25,2.8,2.25,3.0,2.88,2.45,3.0,2.8
2011/2012,2012-02-11 00:00:00,SP2,Spain,La Liga Segunda Division,,Murcia,Elche,0,2,A,0,1,A,,,,3.25,3.3,2.2,2.7,3.2,2.3,3.1,3.0,2.25
2011/2012,2012-02-05 00:00:00,SP2,Spain,La Liga Segunda Division,,Cartagena,Hercules,0,3,A,0,2,A,,,,2.63,3.1,2.75,2.5,3.1,2.5,2.55,3.1,2.6
2011/2012,2012-02-05 00:00:00,SP1,Spain,La Liga Primera Division,,Sevilla,Villarreal,1,2,A,1,1,D,,,,1.83,3.5,4.33,1.75,3.5,4.33,1.75,3.5,4.75
2011/2012,2012-02-05 00:00:00,SP1,Spain,La Liga Primera Division,,Zaragoza,Vallecano,1,2,A,1,0,H,,,,2.38,3.2,3.0,2.3,3.2,3.0,2.3,3.3,3.0
2011/2012,2012-02-04 00:00:00,SP2,Spain,La Liga Segunda Division,,Recreativo,La Coruna,0,1,A,0,1,A,,,,3.0,3.2,2.38,2.75,3.0,2.38,2.9,3.1,2.3
2011/2012,2012-02-04 00:00:00,SP1,Spain,La Liga Primera Division,,Getafe,Real Madrid,0,1,A,0,1,A,,,,9.0,5.0,1.33,7.5,5.0,1.33,9.25,4.75,1.33
2011/2012,2012-01-30 00:00:00,SP1,Spain,La Liga Primera Division,,Osasuna,Ath Madrid,0,1,A,0,1,A,,,,3.1,3.3,2.3,2.75,3.3,2.38,3.1,3.3,2.35
2011/2012,2012-01-29 00:00:00,SP1,Spain,La Liga Primera Division,,Betis,Granada,1,2,A,0,2,A,,,,1.62,3.75,5.5,1.67,3.5,5.0,1.62,3.6,5.75
2011/2012,2012-01-29 00:00:00,SP1,Spain,La Liga Primera Division,,Levante,Getafe,1,2,A,0,1,A,,,,2.4,3.3,2.88,2.38,3.3,2.9,2.5,3.4,2.85
2011/2012,2012-01-29 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Almeria,1,2,A,0,1,A,,,,3.0,3.0,2.5,2.8,3.1,2.25,2.95,3.0,2.35
2011/2012,2012-01-28 00:00:00,SP1,Spain,La Liga Primera Division,,Vallecano,Ath Bilbao,2,3,A,2,2,D,,,,3.0,3.2,2.38,2.75,3.2,2.5,2.9,3.25,2.4
2011/2012,2012-01-28 00:00:00,SP2,Spain,La Liga Segunda Division,,Alcoyano,Valladolid,0,1,A,0,0,D,,,,3.5,3.1,2.2,3.2,3.0,2.1,3.3,3.1,2.1
2011/2012,2012-01-28 00:00:00,SP2,Spain,La Liga Segunda Division,,Girona,Celta,0,1,A,0,1,A,,,,3.25,3.1,2.3,2.8,3.0,2.3,3.1,3.1,2.2
2011/2012,2012-01-28 00:00:00,SP2,Spain,La Liga Segunda Division,,Hercules,Villarreal B,0,2,A,0,0,D,,,,1.57,3.6,6.5,1.53,3.5,5.5,1.55,3.5,6.0
2011/2012,2012-01-28 00:00:00,SP2,Spain,La Liga Segunda Division,,Murcia,Recreativo,0,3,A,0,2,A,,,,2.1,3.1,3.75,2.1,3.0,3.2,2.1,3.1,3.3
2011/2012,2012-01-22 00:00:00,SP1,Spain,La Liga Primera Division,,Vallecano,Mallorca,0,1,A,0,0,D,,,,2.0,3.4,3.75,2.1,3.3,3.5,2.05,3.25,3.6
2011/2012,2012-01-22 00:00:00,SP1,Spain,La Liga Primera Division,,Malaga,Barcelona,1,4,A,0,1,A,,,,9.5,5.5,1.29,10.0,5.5,1.29,10.0,5.25,1.28
2011/2012,2012-01-21 00:00:00,SP1,Spain,La Liga Primera Division,,Sociedad,Ath Madrid,0,4,A,0,1,A,,,,2.9,3.3,2.4,2.88,3.3,2.4,3.1,3.3,2.35
2011/2012,2012-01-21 00:00:00,SP1,Spain,La Liga Primera Division,,Santander,Getafe,1,2,A,1,1,D,,,,2.5,3.2,2.8,2.4,3.25,2.88,2.5,3.2,2.8
2011/2012,2012-01-21 00:00:00,SP2,Spain,La Liga Segunda Division,,Guadalajara,Valladolid,0,3,A,0,1,A,,,,3.4,3.2,2.2,3.0,3.1,2.2,3.3,3.1,2.1
2011/2012,2012-01-15 00:00:00,SP2,Spain,La Liga Segunda Division,,Huesca,La Coruna,0,2,A,0,1,A,,,,3.5,3.3,2.1,3.2,3.2,2.1,3.3,3.1,2.1
2011/2012,2012-01-15 00:00:00,SP1,Spain,La Liga Primera Division,,Osasuna,Santander,0,2,A,0,1,A,,,,1.73,3.5,5.0,1.73,3.5,5.0,1.8,3.5,4.4
2011/2012,2012-01-14 00:00:00,SP1,Spain,La Liga Primera Division,,Valencia,Sociedad,0,1,A,0,0,D,,,,1.4,4.5,8.0,1.4,4.5,8.0,1.4,4.33,8.0
2011/2012,2012-01-14 00:00:00,SP1,Spain,La Liga Primera Division,,Mallorca,Real Madrid,1,2,A,1,0,H,,,,11.0,5.0,1.29,12.0,5.5,1.25,11.5,5.5,1.25
2011/2012,2012-01-14 00:00:00,SP1,Spain,La Liga Primera Division,,Granada,Vallecano,1,2,A,0,1,A,,,,2.25,3.2,3.25,2.25,3.25,3.2,2.25,3.3,3.3
2011/2012,2012-01-14 00:00:00,SP2,Spain,La Liga Segunda Division,,Elche,Alcoyano,1,2,A,0,0,D,,,,1.36,4.5,9.5,1.33,4.0,8.5,1.35,4.2,8.25
2011/2012,2012-01-07 00:00:00,SP2,Spain,La Liga Segunda Division,,Guadalajara,Elche,2,4,A,2,2,D,,,,3.4,3.25,2.15,3.1,3.1,2.1,3.4,3.0,2.1
2011/2012,2012-01-07 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Murcia,0,2,A,0,1,A,,,,2.75,3.1,2.63,2.62,2.87,2.5,2.6,3.0,2.6
2011/2012,2012-01-07 00:00:00,SP2,Spain,La Liga Segunda Division,,Sabadell,Valladolid,1,4,A,0,3,A,,,,3.25,3.25,2.2,3.1,3.1,2.1,3.1,3.1,2.2
2011/2012,2012-01-06 00:00:00,SP2,Spain,La Liga Segunda Division,,Alcoyano,Celta,0,3,A,0,2,A,,,,3.25,3.25,2.2,3.2,3.0,2.1,3.2,3.0,2.2
2011/2012,2011-12-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Las Palmas,La Coruna,0,1,A,0,0,D,,,,2.8,3.2,2.5,2.5,3.1,2.5,2.6,3.2,2.5
2011/2012,2011-12-18 00:00:00,SP1,Spain,La Liga Primera Division,,Ath Madrid,Betis,0,2,A,0,0,D,,,,1.5,4.0,6.5,1.53,3.8,6.0,1.5,3.9,6.75
2011/2012,2011-12-17 00:00:00,SP1,Spain,La Liga Primera Division,,Mallorca,Getafe,1,2,A,1,2,A,,,,2.1,3.4,3.4,2.1,3.3,3.3,2.05,3.2,3.7
2011/2012,2011-12-17 00:00:00,SP1,Spain,La Liga Primera Division,,Sevilla,Real Madrid,2,6,A,0,3,A,,,,8.0,4.5,1.4,6.5,4.33,1.44,6.75,4.4,1.48
2011/2012,2011-12-17 00:00:00,SP1,Spain,La Liga Primera Division,,Sp Gijon,Espanol,1,2,A,0,1,A,,,,2.2,3.25,3.25,2.25,3.2,3.1,2.2,3.2,3.3
2011/2012,2011-12-11 00:00:00,SP1,Spain,La Liga Primera Division,,Zaragoza,Mallorca,0,1,A,0,1,A,,,,2.1,3.25,3.6,2.2,3.25,3.3,2.1,3.2,3.6
2011/2012,2011-12-11 00:00:00,SP1,Spain,La Liga Primera Division,,Vallecano,Sp Gijon,1,3,A,0,2,A,,,,2.0,3.2,4.0,2.1,3.3,3.5,2.0,3.2,3.9
2011/2012,2011-12-10 00:00:00,SP1,Spain,La Liga Primera Division,,Real Madrid,Barcelona,1,3,A,1,1,D,,,,2.4,3.5,2.8,2.4,3.4,2.8,2.35,3.5,2.85
2011/2012,2011-12-03 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Recreativo,1,2,A,1,1,D,,,,2.4,3.2,3.0,2.5,3.0,2.6,2.35,2.95,3.0
2011/2012,2011-12-03 00:00:00,SP1,Spain,La Liga Primera Division,,Sp Gijon,Real Madrid,0,3,A,0,1,A,,,,13.0,6.0,1.22,12.0,5.5,1.25,13.0,6.25,1.2
2011/2012,2011-12-03 00:00:00,SP2,Spain,La Liga Segunda Division,,Murcia,Alcorcon,0,2,A,0,1,A,,,,1.91,3.25,4.2,1.75,3.2,4.2,1.83,3.25,4.1
2011/2012,2011-12-03 00:00:00,SP2,Spain,La Liga Segunda Division,,Xerez,Huesca,1,3,A,0,2,A,,,,1.73,3.5,5.0,1.73,3.25,4.33,1.67,3.4,4.75
2011/2012,2011-11-27 00:00:00,SP2,Spain,La Liga Segunda Division,,Hercules,Elche,1,2,A,0,2,A,,,,2.1,3.2,3.6,1.91,3.2,3.5,2.05,3.2,3.3
2011/2012,2011-11-27 00:00:00,SP1,Spain,La Liga Primera Division,,Ath Bilbao,Granada,0,1,A,0,1,A,,,,1.44,4.2,7.5,1.44,4.33,7.0,1.45,4.1,7.25
2011/2012,2011-11-27 00:00:00,SP1,Spain,La Liga Primera Division,,Betis,Sociedad,2,3,A,0,0,D,,,,2.0,3.4,3.75,1.9,3.4,4.0,1.95,3.4,3.8
2011/2012,2011-11-27 00:00:00,SP1,Spain,La Liga Primera Division,,Espanol,Osasuna,1,2,A,0,1,A,,,,1.83,3.5,4.33,1.85,3.4,4.33,1.8,3.3,4.75
2011/2012,2011-11-27 00:00:00,SP1,Spain,La Liga Primera Division,,Zaragoza,Sevilla,0,1,A,0,1,A,,,,2.9,3.25,2.4,2.88,3.3,2.4,2.9,3.25,2.5
2011/2012,2011-11-26 00:00:00,SP2,Spain,La Liga Segunda Division,,Recreativo,Xerez,1,2,A,0,0,D,,,,2.1,3.2,3.6,2.1,3.0,3.2,2.05,3.1,3.5
2011/2012,2011-11-26 00:00:00,SP1,Spain,La Liga Primera Division,,Vallecano,Valencia,1,2,A,0,1,A,,,,3.4,3.4,2.1,3.6,3.4,2.0,3.5,3.2,2.2
2011/2012,2011-11-21 00:00:00,SP1,Spain,La Liga Primera Division,,Santander,Malaga,1,3,A,0,0,D,,,,3.2,3.2,2.25,3.0,3.2,2.38,3.1,3.2,2.4
2011/2012,2011-11-20 00:00:00,SP1,Spain,La Liga Primera Division,,Sevilla,Ath Bilbao,1,2,A,1,1,D,,,,1.91,3.5,4.0,1.91,3.4,4.0,2.0,3.25,3.8
2011/2012,2011-11-19 00:00:00,SP2,Spain,La Liga Segunda Division,,Murcia,Barcelona B,0,2,A,0,0,D,,,,2.5,3.2,2.88,2.5,3.1,2.5,2.45,3.25,2.6
2011/2012,2011-11-19 00:00:00,SP1,Spain,La Liga Primera Division,,Valencia,Real Madrid,2,3,A,0,1,A,,,,6.0,4.0,1.53,5.5,4.0,1.57,5.75,4.1,1.57
2011/2012,2011-11-19 00:00:00,SP2,Spain,La Liga Segunda Division,,Celta,Hercules,0,1,A,0,1,A,,,,2.0,3.2,4.0,2.0,3.2,3.2,2.0,3.2,3.5
2011/2012,2011-11-12 00:00:00,SP2,Spain,La Liga Segunda Division,,Xerez,Numancia,1,2,A,0,0,D,,,,2.2,3.2,3.4,2.0,3.2,3.25,2.15,3.1,3.2
2011/2012,2011-11-12 00:00:00,SP2,Spain,La Liga Segunda Division,,Sabadell,Cordoba,0,3,A,0,1,A,,,,2.3,3.2,3.2,2.1,3.25,3.0,2.15,3.1,3.2
2011/2012,2011-11-12 00:00:00,SP2,Spain,La Liga Segunda Division,,Alcorcon,Gimnastic,0,1,A,0,0,D,,,,1.73,3.3,5.5,1.67,3.4,4.5,1.67,3.3,5.0
2011/2012,2011-11-12 00:00:00,SP2,Spain,La Liga Segunda Division,,Hercules,Murcia,0,1,A,0,0,D,,,,2.0,3.3,3.8,1.8,3.2,4.0,1.95,3.1,3.8
2011/2012,2011-11-05 00:00:00,SP2,Spain,La Liga Segunda Division,,Guadalajara,Recreativo,0,2,A,0,1,A,,,,2.2,3.2,3.4,2.0,3.2,3.2,2.2,3.0,3.2
2011/2012,2011-11-05 00:00:00,SP1,Spain,La Liga Primera Division,,Levante,Valencia,0,2,A,0,1,A,,,,3.0,3.25,2.38,2.9,3.25,2.38,3.0,3.3,2.4
2011/2012,2011-10-31 00:00:00,SP1,Spain,La Liga Primera Division,,Sevilla,Granada,1,2,A,1,0,H,,,,1.4,4.5,8.0,1.4,4.33,8.0,1.37,4.5,8.5
2011/2012,2011-10-30 00:00:00,SP2,Spain,La Liga Segunda Division,,Villarreal B,Celta,2,3,A,2,1,H,,,,2.9,3.3,2.4,2.9,3.1,2.2,3.0,2.95,2.35
2011/2012,2011-10-30 00:00:00,SP2,Spain,La Liga Segunda Division,,Cartagena,Murcia,1,2,A,1,0,H,,,,2.6,3.1,2.8,2.88,3.0,2.25,2.65,3.1,2.5
2011/2012,2011-10-29 00:00:00,SP2,Spain,La Liga Segunda Division,,Huesca,Elche,0,1,A,0,0,D,,,,2.8,3.1,2.6,2.6,3.0,2.5,2.65,2.9,2.65
2011/2012,2011-10-29 00:00:00,SP2,Spain,La Liga Segunda Division,,Xerez,Almeria,0,1,A,0,0,D,,,,2.3,3.1,3.3,2.38,3.0,2.75,2.45,2.95,2.85
2011/2012,2011-10-29 00:00:00,SP1,Spain,La Liga Primera Division,,Sociedad,Real Madrid,0,1,A,0,1,A,,,,15.0,7.0,1.17,12.0,6.0,1.22,12.5,7.0,1.18
2011/2012,2011-10-26 00:00:00,SP1,Spain,La Liga Primera Division,,Zaragoza,Valencia,0,1,A,0,0,D,,,,3.3,3.3,2.2,3.4,3.4,2.1,3.3,3.4,2.2
2011/2012,2011-10-26 00:00:00,SP1,Spain,La Liga Primera Division,,Mallorca,Sp Gijon,1,2,A,1,0,H,,,,2.0,3.3,3.8,1.9,3.4,4.0,1.91,3.3,4.1
2011/2012,2011-10-26 00:00:00,SP2,Spain,La Liga Segunda Division,,Elche,Cordoba,0,1,A,0,0,D,,,,1.83,3.25,4.75,1.8,3.3,3.75,1.88,3.2,3.9
2011/2012,2011-10-26 00:00:00,SP2,Spain,La Liga Segunda Division,,Huesca,Barcelona B,0,1,A,0,0,D,,,,3.0,3.25,2.38,2.88,3.0,2.25,2.85,3.3,2.25
2011/2012,2011-10-26 00:00:00,SP2,Spain,La Liga Segunda Division,,Recreativo,Murcia,0,2,A,0,1,A,,,,2.15,3.2,3.5,1.91,3.2,3.5,2.1,3.0,3.4
2011/2012,2011-10-25 00:00:00,SP1,Spain,La Liga Primera Division,,Granada,Barcelona,0,1,A,0,1,A,,,,23.0,9.0,1.1,17.0,7.5,1.14,21.0,7.75,1.12
