FIRE_YEAR,DISCOVERY_DATE,DISCOVERY_DOY,DISCOVERY_TIME,STAT_CAUSE_CODE,STAT_CAUSE_DESCR,CONT_DATE,CONT_DOY,CONT_TIME,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,OWNER_CODE,OWNER_DESCR,STATE,COUNTY,FIPS_CODE,FIPS_NAME
2008,2454573.5,108,,4.0,Campfire,,,,20.0,C,31.76689,-95.74008,14.0,MISSING/NOT SPECIFIED,TX,Anderson,001,Anderson
2008,2454624.5,159,,4.0,Campfire,,,,20.0,C,29.81974,-96.27803,14.0,MISSING/NOT SPECIFIED,TX,Austin,015,Austin
2008,2454626.5,161,,4.0,Campfire,,,,1.0,B,32.50203,-95.42522,14.0,MISSING/NOT SPECIFIED,TX,Smith,423,Smith
2008,2454650.5,185,,4.0,Campfire,,,,1.0,B,31.65964,-95.73309,14.0,MISSING/NOT SPECIFIED,TX,Anderson,001,Anderson
2008,2454669.5,204,,4.0,Campfire,,,,140.0,D,29.92693,-98.05344,14.0,MISSING/NOT SPECIFIED,TX,Hays,209,Hays
2008,2454716.5,251,,4.0,Campfire,,,,2.0,B,30.07272,-97.22596,14.0,MISSING/NOT SPECIFIED,TX,Bastrop,021,Bastrop
2008,2454742.5,277,,4.0,Campfire,,,,10.0,C,31.02139,-94.06834,14.0,MISSING/NOT SPECIFIED,TX,Jasper,241,Jasper
2008,2454744.5,279,,4.0,Campfire,,,,7.0,B,30.43528,-94.26195,14.0,MISSING/NOT SPECIFIED,TX,Hardin,199,Hardin
2008,2454774.5,309,,4.0,Campfire,,,,12.0,C,31.42541,-94.68188,14.0,MISSING/NOT SPECIFIED,TX,Angelina,005,Angelina
2008,2454772.5,307,,4.0,Campfire,,,,2.0,B,31.48409,-93.97838,14.0,MISSING/NOT SPECIFIED,TX,Sabine,403,Sabine
2008,2454807.5,342,,4.0,Campfire,,,,15.0,C,32.38528,-95.19778,14.0,MISSING/NOT SPECIFIED,TX,Smith,423,Smith
2008,2454829.5,364,,4.0,Campfire,,,,0.1,A,32.99653,-96.50029,14.0,MISSING/NOT SPECIFIED,TX,Collin,085,Collin
2008,2454800.5,335,,4.0,Campfire,,,,10.0,C,29.32402,-97.85897,14.0,MISSING/NOT SPECIFIED,TX,Wilson,493,Wilson
2008,2454812.5,347,,4.0,Campfire,,,,0.01,A,29.17578,-97.91621,14.0,MISSING/NOT SPECIFIED,TX,Wilson,493,Wilson
2008,2454650.5,185,,4.0,Campfire,,,,2.0,B,31.65864,-95.72555,14.0,MISSING/NOT SPECIFIED,TX,Anderson,001,Anderson
2008,2454792.5,327,,4.0,Campfire,,,,0.1,A,30.27159,-94.23253,14.0,MISSING/NOT SPECIFIED,TX,Hardin,199,Hardin
2008,2454820.5,355,,4.0,Campfire,,,,0.1,A,30.27431,-94.19553,14.0,MISSING/NOT SPECIFIED,TX,Hardin,199,Hardin
2008,2454771.5,306,,4.0,Campfire,,,,7.0,B,33.36605,-96.50236,14.0,MISSING/NOT SPECIFIED,TX,Collin,085,Collin
2008,2454661.5,196,,4.0,Campfire,,,,250.0,D,30.51144,-98.82642,14.0,MISSING/NOT SPECIFIED,TX,Llano,299,Llano
2008,2454668.5,203,,4.0,Campfire,,,,10.0,C,30.5131,-98.82977,14.0,MISSING/NOT SPECIFIED,TX,Llano,299,Llano
2008,2454702.5,237,,4.0,Campfire,,,,2.0,B,31.46,-97.27,14.0,MISSING/NOT SPECIFIED,TX,Bosque,035,Bosque
2008,2454819.5,354,,4.0,Campfire,,,,1.0,B,31.44,-97.35,14.0,MISSING/NOT SPECIFIED,TX,Bosque,035,Bosque
2008,2454827.5,362,,4.0,Campfire,,,,10.0,C,31.57728,-97.87603,14.0,MISSING/NOT SPECIFIED,TX,Coryell,099,Coryell
2008,2454811.5,346,,4.0,Campfire,,,,0.1,A,29.43887,-98.73074,14.0,MISSING/NOT SPECIFIED,TX,Bexar,029,Bexar
2008,2454824.5,359,,4.0,Campfire,,,,1.5,B,30.41049,-96.54695,14.0,MISSING/NOT SPECIFIED,TX,Burleson,051,Burleson
2008,2454801.5,336,,4.0,Campfire,,,,1.0,B,30.25965,-97.69351,14.0,MISSING/NOT SPECIFIED,TX,Travis,453,Travis
2008,2454763.5,298,,4.0,Campfire,,,,0.1,A,30.14893,-97.28941,14.0,MISSING/NOT SPECIFIED,TX,Bastrop,021,Bastrop
2008,2454780.5,315,,4.0,Campfire,,,,0.1,A,30.17617,-97.25769,14.0,MISSING/NOT SPECIFIED,TX,Bastrop,021,Bastrop
2008,2454513.5,48,,4.0,Campfire,,,,0.25,A,29.43241,-98.80427,14.0,MISSING/NOT SPECIFIED,TX,Bexar,029,Bexar
2008,2454804.5,339,,4.0,Campfire,,,,1.0,B,32.48579,-100.3589,14.0,MISSING/NOT SPECIFIED,TX,Nolan,353,Nolan
2008,2454620.5,155,,4.0,Campfire,,,,2.0,B,29.66983,-100.0311,14.0,MISSING/NOT SPECIFIED,TX,Edwards,137,Edwards
2008,2454684.5,219,,4.0,Campfire,,,,1.0,B,29.61029,-100.0073,14.0,MISSING/NOT SPECIFIED,TX,Uvalde,463,Uvalde
2008,2454806.5,341,,4.0,Campfire,,,,7.0,B,29.59286,-100.0032,14.0,MISSING/NOT SPECIFIED,TX,Uvalde,463,Uvalde
2008,2454721.5,256,,4.0,Campfire,,,,0.1,A,29.48476,-98.29336,14.0,MISSING/NOT SPECIFIED,TX,Bexar,029,Bexar
2008,2454800.5,335,,4.0,Campfire,,,,10.0,C,29.32936,-97.88443,14.0,MISSING/NOT SPECIFIED,TX,Wilson,493,Wilson
2008,2454708.5,243,,4.0,Campfire,,,,0.1,A,32.24154,-94.81682,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
2008,2454708.5,243,,4.0,Campfire,,,,0.1,A,32.24095,-94.81735,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
2008,2454708.5,243,,4.0,Campfire,,,,0.1,A,32.24133,-94.81755,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
2008,2454708.5,243,,4.0,Campfire,,,,0.12,A,32.24205,-94.81713,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
2008,2454708.5,243,,4.0,Campfire,,,,0.1,A,32.35091,-94.80717,14.0,MISSING/NOT SPECIFIED,TX,Rusk,401,Rusk
2008,2454820.5,355,,4.0,Campfire,,,,0.01,A,29.49349,-98.3344,14.0,MISSING/NOT SPECIFIED,TX,Bexar,029,Bexar
2008,2454764.5,299,,4.0,Campfire,,,,0.5,B,32.93034,-96.44632,14.0,MISSING/NOT SPECIFIED,TX,Rockwall,397,Rockwall
2008,2454492.5,27,,4.0,Campfire,,,,12.0,C,29.11912,-99.12912,14.0,MISSING/NOT SPECIFIED,TX,Medina,325,Medina
2008,2454514.5,49,,4.0,Campfire,,,,50.0,C,29.17718,-99.09227,14.0,MISSING/NOT SPECIFIED,TX,Medina,325,Medina
2008,2454769.5,304,,4.0,Campfire,,,,1.0,B,32.73077,-94.55493,14.0,MISSING/NOT SPECIFIED,TX,Marion,315,Marion
2008,2454772.5,307,,4.0,Campfire,,,,6.0,B,33.37829,-97.46665,14.0,MISSING/NOT SPECIFIED,TX,Wise,497,Wise
2008,2454520.5,55,,4.0,Campfire,,,,0.25,A,33.53501,-101.7192,14.0,MISSING/NOT SPECIFIED,TX,Lubbock,303,Lubbock
2008,2454540.5,75,,4.0,Campfire,,,,0.15,A,33.53514,-101.719,14.0,MISSING/NOT SPECIFIED,TX,Lubbock,303,Lubbock
2008,2454546.5,81,,4.0,Campfire,,,,0.25,A,33.53514,-101.719,14.0,MISSING/NOT SPECIFIED,TX,Lubbock,303,Lubbock
2008,2454540.5,75,,4.0,Campfire,,,,1.0,B,33.88031,-97.6569,14.0,MISSING/NOT SPECIFIED,TX,Montague,337,Montague
2008,2454493.5,28,,4.0,Campfire,,,,5.0,B,33.88039,-97.65741,14.0,MISSING/NOT SPECIFIED,TX,Montague,337,Montague
2008,2454624.5,159,,4.0,Campfire,,,,30.0,C,29.47792,-96.14925,14.0,MISSING/NOT SPECIFIED,TX,Austin,015,Austin
2008,2454729.5,264,,4.0,Campfire,,,,0.1,A,30.98372,-97.67454,14.0,MISSING/NOT SPECIFIED,TX,Bell,027,Bell
2008,2454785.5,320,,4.0,Campfire,,,,5.0,B,29.01196,-97.94183,14.0,MISSING/NOT SPECIFIED,TX,Karnes,255,Karnes
2008,2454827.5,362,,4.0,Campfire,,,,0.5,B,33.64206,-97.64167,14.0,MISSING/NOT SPECIFIED,TX,Montague,337,Montague
2008,2454765.5,300,,4.0,Campfire,,,,1.0,B,31.97585,-95.18103,14.0,MISSING/NOT SPECIFIED,TX,Cherokee,073,Cherokee
2008,2454822.5,357,,4.0,Campfire,,,,28.0,C,31.47052,-94.82715,14.0,MISSING/NOT SPECIFIED,TX,Angelina,005,Angelina
2000,2451586.5,43,1345,4.0,Campfire,2451586.5,43,1445,0.2,A,31.09805556,-95.17361111,13.0,STATE OR PRIVATE,TX,,,
1998,2450846.5,33,0916,4.0,Campfire,,,,0.1,A,29.0674,-103.46294,3.0,NPS,TX,,,
2010,2455472.5,276,1438,4.0,Campfire,2455472.5,276,1542,0.1,A,31.1719444,-95.3336111,5.0,USFS,TX,455,455,Trinity
2010,2455474.5,278,1330,4.0,Campfire,2455475.5,279,1130,0.5,B,35.2122222,-100.866389,5.0,USFS,TX,179,179,Gray
2010,2455507.5,311,2300,4.0,Campfire,2455507.5,311,2359,0.1,A,30.49,-95.5747222,5.0,USFS,TX,471,471,Walker
2010,2455490.5,294,1500,4.0,Campfire,2455490.5,294,1930,12.0,C,31.1291667,-95.1661111,13.0,STATE OR PRIVATE,TX,455,455,Trinity
2010,2455493.5,297,1210,4.0,Campfire,2455493.5,297,1300,0.1,A,31.2455556,-94.2872222,5.0,USFS,TX,405,405,San Augustine
2010,2455547.5,351,1434,4.0,Campfire,2455547.5,351,1800,5.1,B,33.325,-97.6452778,5.0,USFS,TX,497,497,Wise
2010,2455317.5,121,1700,4.0,Campfire,2455317.5,121,1730,0.1,A,31.89525,-104.82608,3.0,NPS,TX,,,
2010,2455254.5,58,1250,4.0,Campfire,2455254.5,58,1630,0.1,A,35.4658,-101.8419,3.0,NPS,TX,,,
2010,2455255.5,59,1200,4.0,Campfire,2455255.5,59,1210,0.1,A,35.4639,-101.8447,3.0,NPS,TX,,,
2010,2455269.5,73,1200,4.0,Campfire,2455269.5,73,1210,0.1,A,35.4714,-101.8194,3.0,NPS,TX,,,
2010,2455291.5,95,1150,4.0,Campfire,2455291.5,95,1152,0.1,A,35.7228,-101.6653,3.0,NPS,TX,,,
2010,2455291.5,95,1326,4.0,Campfire,2455291.5,95,1326,0.1,A,35.4647,-101.8419,3.0,NPS,TX,,,
2010,2455296.5,100,1345,4.0,Campfire,2455296.5,100,1400,0.1,A,35.5419,-101.7317,3.0,NPS,TX,,,
2010,2455297.5,101,1100,4.0,Campfire,2455297.5,101,1130,0.1,A,35.7228,-101.6653,3.0,NPS,TX,,,
2010,2455318.5,122,1130,4.0,Campfire,2455318.5,122,1135,0.1,A,35.7214,-101.6614,3.0,NPS,TX,,,
2010,2455326.5,130,1130,4.0,Campfire,2455326.5,130,1200,0.1,A,35.63,-101.5994,3.0,NPS,TX,,,
2010,2455449.5,253,0900,4.0,Campfire,2455449.5,253,1000,0.1,A,35.4653,-101.8472,3.0,NPS,TX,,,
2010,2455259.5,63,1315,4.0,Campfire,,,,0.5,B,34.1325,-98.6098,8.0,PRIVATE,TX,,,
2011,2455667.5,106,0750,4.0,Campfire,2455667.5,106,,15.4,C,31.19305556,-94.4225,5.0,USFS,TX,,,
2011,2455612.5,51,1630,4.0,Campfire,2455612.5,51,1900,8.7,B,31.0475,-94.15555556,5.0,USFS,TX,,,
2011,2455625.5,64,1300,4.0,Campfire,2455625.5,64,1800,28.0,C,31.03194444,-94.39527778,5.0,USFS,TX,,,
2011,2455632.5,71,1415,4.0,Campfire,2455632.5,71,1515,0.1,A,30.49333333,-95.60055556,5.0,USFS,TX,,,
2011,2455605.5,44,1730,4.0,Campfire,2455605.5,44,1823,13.9,C,31.42472222,-93.75222222,5.0,USFS,TX,,,
2011,2455633.5,72,1300,4.0,Campfire,2455633.5,72,1800,0.1,A,31.03361111,-94.28083333,5.0,USFS,TX,,,
2011,2455619.5,58,1200,4.0,Campfire,2455619.5,58,1600,9.7,B,35.47225,-101.81997,3.0,NPS,TX,,,
2011,2455687.5,126,1800,4.0,Campfire,2455687.5,126,1900,0.1,A,35.4647,-101.8489,3.0,NPS,TX,,,
2011,2455751.5,190,1600,4.0,Campfire,2455751.5,190,1900,0.1,A,35.4814,-101.7853,3.0,NPS,TX,,,
2011,2455807.5,246,1230,4.0,Campfire,,,,0.1,A,29.68555556,-94.07944444,4.0,FWS,TX,,,
2009,2454848.5,17,0644,4.0,Campfire,2454848.5,17,0840,10.0,C,32.02416941,-94.11424093,13.0,STATE OR PRIVATE,TX,Panola,365,Panola
2009,2454849.5,18,1349,4.0,Campfire,2454849.5,18,1516,12.0,C,33.54194444,-94.8625,13.0,STATE OR PRIVATE,TX,Red River,387,Red River
2009,2454849.5,18,1358,4.0,Campfire,2454849.5,18,,8.0,B,32.5375,-94.1219,13.0,STATE OR PRIVATE,TX,Harrison,203,Harrison
2009,2454850.5,19,1343,4.0,Campfire,2454850.5,19,1518,10.0,C,33.77638889,-95.328335,13.0,STATE OR PRIVATE,TX,Lamar,277,Lamar
2009,2454867.5,36,1415,4.0,Campfire,2454867.5,36,1536,2.0,B,30.1887705,-95.38944784,13.0,STATE OR PRIVATE,TX,Montgomery,339,Montgomery
2009,2454868.5,37,1636,4.0,Campfire,2454868.5,37,1727,2.0,B,32.525,-94.508,13.0,STATE OR PRIVATE,TX,Harrison,203,Harrison
2009,2454870.5,39,1449,4.0,Campfire,2454870.5,39,1731,40.0,C,30.95438889,-95.50455556,13.0,STATE OR PRIVATE,TX,Walker,471,Walker
2009,2454882.5,51,1336,4.0,Campfire,2454882.5,51,1527,3.0,B,32.28805556,-96.21383333,13.0,STATE OR PRIVATE,TX,Henderson,213,Henderson
2009,2454883.5,52,1300,4.0,Campfire,2454884.5,53,1800,8.0,B,30.29205,-98.41843333,13.0,STATE OR PRIVATE,TX,Blanco,031,Blanco
2009,2454888.5,57,1449,4.0,Campfire,2454888.5,57,1719,17.0,C,29.9918,-95.1996,13.0,STATE OR PRIVATE,TX,Harris,201,Harris
2009,2454890.5,59,1822,4.0,Campfire,2454890.5,59,2052,15.0,C,32.79814065,-94.66291144,13.0,STATE OR PRIVATE,TX,Marion,315,Marion
2009,2454896.5,65,1600,4.0,Campfire,2454897.5,66,1800,125.0,D,28.75194444,-99.76851667,13.0,STATE OR PRIVATE,TX,Zavala,507,Zavala
2009,2454898.5,67,1800,4.0,Campfire,2454900.5,69,1800,4.0,B,32.53825,-97.265,13.0,STATE OR PRIVATE,TX,Johnson,251,Johnson
2009,2454912.5,81,1400,4.0,Campfire,2454912.5,81,2321,230.4,D,33.79182332,-95.63318829,13.0,STATE OR PRIVATE,TX,Lamar,277,Lamar
2009,2454912.5,81,1652,4.0,Campfire,2454912.5,81,1940,50.0,C,33.30616667,-95.1986,13.0,STATE OR PRIVATE,TX,Franklin,159,Franklin
2009,2454932.5,101,1100,4.0,Campfire,2454932.5,101,1704,550.0,E,33.72221532,-95.20932831,13.0,STATE OR PRIVATE,TX,Red River,387,Red River
2009,2454996.5,165,1430,4.0,Campfire,2455000.5,169,1700,200.0,D,30.05666667,-98.51333333,13.0,STATE OR PRIVATE,TX,Blanco,031,Blanco
2009,2454997.5,166,2000,4.0,Campfire,2454998.5,167,1602,122.0,D,31.12611111,-95.16722222,13.0,STATE OR PRIVATE,TX,Trinity,455,Trinity
2009,2455003.5,172,1550,4.0,Campfire,2455003.5,172,1820,2.0,B,31.10377214,-94.21480529,13.0,STATE OR PRIVATE,TX,Angelina,005,Angelina
2009,2455022.5,191,1708,4.0,Campfire,2455022.5,191,2040,30.0,C,32.229583,-94.677083,13.0,STATE OR PRIVATE,TX,Rusk,401,Rusk
2009,2455082.5,251,1400,4.0,Campfire,2455082.5,251,1555,4.0,B,31.22311667,-95.04691667,13.0,STATE OR PRIVATE,TX,Trinity,455,Trinity
2009,2455186.5,355,1237,4.0,Campfire,2455186.5,355,1535,50.0,C,32.26861111,-95.20194444,13.0,STATE OR PRIVATE,TX,Smith,423,Smith
2010,2455223.5,27,1611,4.0,Campfire,2455223.5,27,1737,12.0,C,30.27111111,-95.33305556,13.0,STATE OR PRIVATE,TX,Montgomery,339,Montgomery
2010,2455284.5,88,1928,4.0,Campfire,2455284.5,88,2234,4.0,B,32.81195,-95.10606667,13.0,STATE OR PRIVATE,TX,Upshur,459,Upshur
2010,2455297.5,101,1500,4.0,Campfire,2455297.5,101,1617,2.0,B,31.10194444,-94.0375,13.0,STATE OR PRIVATE,TX,Jasper,241,Jasper
2010,2455343.5,147,1614,4.0,Campfire,2455343.5,147,1753,2.0,B,30.44011667,-94.2623,13.0,STATE OR PRIVATE,TX,Hardin,199,Hardin
2010,2455411.5,215,1251,4.0,Campfire,2455411.5,215,1426,2.0,B,31.23979806,-93.97026722,13.0,STATE OR PRIVATE,TX,Sabine,403,Sabine
2010,2455422.5,226,1731,4.0,Campfire,2455422.5,226,1856,6.0,B,32.77335306,-94.24765278,13.0,STATE OR PRIVATE,TX,Marion,315,Marion
2010,2455445.5,249,1331,4.0,Campfire,2455445.5,249,1424,3.0,B,32.61571667,-94.4688,13.0,STATE OR PRIVATE,TX,Harrison,203,Harrison
2010,2455487.5,291,1300,4.0,Campfire,2455487.5,291,1610,6.0,B,31.96888889,-95.19416667,13.0,STATE OR PRIVATE,TX,Cherokee,073,Cherokee
2010,2455491.5,295,1600,4.0,Campfire,2455491.5,295,1858,3.0,B,31.02283333,-94.31316667,13.0,STATE OR PRIVATE,TX,Tyler,457,Tyler
2010,2455498.5,302,1905,4.0,Campfire,2455498.5,302,2144,1.0,B,30.26351667,-95.7913,13.0,STATE OR PRIVATE,TX,Montgomery,339,Montgomery
2010,2455499.5,303,1228,4.0,Campfire,2455499.5,303,1326,4.0,B,30.67222222,-94.26944444,13.0,STATE OR PRIVATE,TX,Tyler,457,Tyler
2010,2455500.5,304,0304,4.0,Campfire,2455500.5,304,0448,4.0,B,30.82055556,-94.37861111,13.0,STATE OR PRIVATE,TX,Tyler,457,Tyler
2010,2455500.5,304,1200,4.0,Campfire,2455500.5,304,1311,2.0,B,30.65666667,-94.7425,13.0,STATE OR PRIVATE,TX,Polk,373,Polk
2010,2455500.5,304,1630,4.0,Campfire,2455500.5,304,1833,5.0,B,32.23812892,-94.27355717,13.0,STATE OR PRIVATE,TX,Panola,365,Panola
2010,2455542.5,346,1546,4.0,Campfire,2455542.5,346,1707,3.0,B,32.51688333,-94.50376667,13.0,STATE OR PRIVATE,TX,Harrison,203,Harrison
2010,2455542.5,346,2250,4.0,Campfire,2455543.5,347,0250,6.0,B,31.92444444,-95.22705556,13.0,STATE OR PRIVATE,TX,Cherokee,073,Cherokee
2010,2455547.5,351,1700,4.0,Campfire,2455547.5,351,2050,3.0,B,31.0212,-95.04701667,13.0,STATE OR PRIVATE,TX,Trinity,455,Trinity
2010,2455549.5,353,1800,4.0,Campfire,2455549.5,353,2000,1.0,B,30.80315,-94.83656667,13.0,STATE OR PRIVATE,TX,Polk,373,Polk
2010,2455552.5,356,0556,4.0,Campfire,2455552.5,356,0835,1.0,B,30.13905,-95.65203333,13.0,STATE OR PRIVATE,TX,Montgomery,339,Montgomery
2011,2455562.5,1,0955,4.0,Campfire,2455562.5,1,1117,2.0,B,31.67869093,-94.62146195,13.0,STATE OR PRIVATE,TX,Nacogdoches,347,Nacogdoches
2011,2455562.5,1,1420,4.0,Campfire,2455562.5,1,1716,25.0,C,30.41235,-95.68106667,13.0,STATE OR PRIVATE,TX,Montgomery,339,Montgomery
2011,2455564.5,3,1410,4.0,Campfire,2455564.5,3,1532,47.0,C,32.87555556,-94.54805556,13.0,STATE OR PRIVATE,TX,Marion,315,Marion
2011,2455568.5,7,0536,4.0,Campfire,2455568.5,7,0830,10.0,C,31.47216606,-94.80765714,13.0,STATE OR PRIVATE,TX,Angelina,005,Angelina
2011,2455598.5,37,1520,4.0,Campfire,2455598.5,37,1845,14.0,C,31.13827,-97.31668,13.0,STATE OR PRIVATE,TX,Bell,027,Bell
2011,2455605.5,44,1200,4.0,Campfire,2455605.5,44,,1.0,B,32.93379028,-94.08927389,13.0,STATE OR PRIVATE,TX,Cass,067,Cass
2011,2455619.5,58,1200,4.0,Campfire,2455619.5,58,1245,10.0,C,35.46805556,-101.84222222,13.0,STATE OR PRIVATE,TX,Potter,375,Potter
2011,2455621.5,60,1238,4.0,Campfire,2455621.5,60,2059,30.0,C,30.51888889,-94.10444444,13.0,STATE OR PRIVATE,TX,Hardin,199,Hardin
2011,2455622.5,61,1709,4.0,Campfire,2455622.5,61,2022,3.0,B,30.14986667,-95.6755,13.0,STATE OR PRIVATE,TX,Montgomery,339,Montgomery
2011,2455622.5,61,2058,4.0,Campfire,2455622.5,61,2230,3.0,B,30.21638889,-94.37805556,13.0,STATE OR PRIVATE,TX,Hardin,199,Hardin
2011,2455631.5,70,1930,4.0,Campfire,2455631.5,70,2215,3.0,B,29.95277778,-97.31916667,13.0,STATE OR PRIVATE,TX,Bastrop,021,Bastrop
2011,2455632.5,71,1500,4.0,Campfire,2455632.5,71,1700,8.0,B,33.0888,-94.91411667,13.0,STATE OR PRIVATE,TX,Titus,449,Titus
2011,2455637.5,76,1440,4.0,Campfire,2455637.5,76,1614,3.0,B,32.17821667,-94.20615,13.0,STATE OR PRIVATE,TX,Panola,365,Panola
2011,2455644.5,83,1200,4.0,Campfire,2455644.5,83,1420,7.0,B,31.04233333,-94.40968333,13.0,STATE OR PRIVATE,TX,Jasper,241,Jasper
2011,2455646.5,85,1319,4.0,Campfire,2455646.5,85,1506,1.0,B,30.27116667,-93.91866667,13.0,STATE OR PRIVATE,TX,Jasper,241,Jasper
2011,2455648.5,87,1607,4.0,Campfire,2455648.5,87,1721,3.0,B,30.70035,-93.78556667,13.0,STATE OR PRIVATE,TX,Newton,351,Newton
2011,2455652.5,91,1433,4.0,Campfire,2455652.5,91,1832,122.0,D,31.58503333,-94.26758333,13.0,STATE OR PRIVATE,TX,San Augustine,405,San Augustine
2011,2455668.5,107,1435,4.0,Campfire,2455669.5,108,1800,100.0,D,30.22971667,-97.88791667,13.0,STATE OR PRIVATE,TX,Travis,453,Travis
2011,2455672.5,111,1438,4.0,Campfire,2455672.5,111,1747,130.0,D,31.14583333,-93.5525,13.0,STATE OR PRIVATE,TX,Newton,351,Newton
2011,2455677.5,116,1634,4.0,Campfire,2455677.5,116,1717,1.0,B,31.0633,-93.51951667,13.0,STATE OR PRIVATE,TX,Newton,351,Newton
2011,2455723.5,162,1727,4.0,Campfire,2455724.5,163,1443,19.0,C,32.4225,-94.11,13.0,STATE OR PRIVATE,TX,Harrison,203,Harrison
2011,2455725.5,164,1800,4.0,Campfire,2455733.5,172,2000,1771.0,F,32.84633333,-98.247,13.0,STATE OR PRIVATE,TX,Palo Pinto,363,Palo Pinto
2011,2455760.5,199,1413,4.0,Campfire,2455760.5,199,1645,13.0,C,30.99331867,-95.20489627,13.0,STATE OR PRIVATE,TX,Trinity,455,Trinity
2011,2455765.5,204,0749,4.0,Campfire,2455765.5,204,1110,10.0,C,31.65591667,-95.7331,13.0,STATE OR PRIVATE,TX,Anderson,001,Anderson
2011,2455780.5,219,1400,4.0,Campfire,2455783.5,222,1800,7328.0,G,33.39316667,-98.03966667,13.0,STATE OR PRIVATE,TX,Jack,237,Jack
2011,2455805.5,244,2025,4.0,Campfire,2455805.5,244,2141,3.0,B,32.31301,-94.3607,13.0,STATE OR PRIVATE,TX,Panola,365,Panola
2011,2455807.5,246,1407,4.0,Campfire,2455807.5,246,1640,89.0,C,33.45166833,-95.02861111,13.0,STATE OR PRIVATE,TX,Red River,387,Red River
2011,2455812.5,251,1441,4.0,Campfire,2455812.5,251,1711,4.0,B,30.58527778,-94.14518333,13.0,STATE OR PRIVATE,TX,Tyler,457,Tyler
2011,2455843.5,282,1800,4.0,Campfire,2455843.5,282,2040,1.0,B,30.4241833,-94.66711666,13.0,STATE OR PRIVATE,TX,Hardin,199,Hardin
2011,2455847.5,286,1140,4.0,Campfire,2455847.5,286,1500,17.0,C,33.16450602,-95.95327203,13.0,STATE OR PRIVATE,TX,Hunt,231,Hunt
2011,2455890.5,329,1600,4.0,Campfire,2455890.5,329,1840,15.0,C,31.72128333,-94.34523333,13.0,STATE OR PRIVATE,TX,Shelby,419,Shelby
2011,2455914.5,353,1807,4.0,Campfire,2455914.5,353,2037,5.0,B,30.21618333,-93.73451667,13.0,STATE OR PRIVATE,TX,Orange,361,Orange
2011,2455807.5,246,,4.0,Campfire,,,,1.0,B,29.702438,-98.1447,13.0,STATE OR PRIVATE,TX,Comal,091,Comal
2011,2455807.5,246,,4.0,Campfire,,,,100.0,D,28.879176,-97.472677,13.0,STATE OR PRIVATE,TX,Goliad,175,Goliad
2011,2455808.5,247,,4.0,Campfire,,,,2.0,B,28.879477,-97.473106,13.0,STATE OR PRIVATE,TX,Goliad,175,Goliad
2011,2455808.5,247,,4.0,Campfire,,,,20.0,C,29.9044055,-98.2295571,13.0,STATE OR PRIVATE,TX,Comal,091,Comal
2009,2454832.5,1,,4.0,Campfire,,,,7.0,B,33.29154485,-94.93952643,13.0,STATE OR PRIVATE,TX,Titus,449,Titus
2009,2454832.5,1,,4.0,Campfire,,,,1.0,B,31.33309783,-95.49689559,13.0,STATE OR PRIVATE,TX,Houston,225,Houston
2009,2454832.5,1,,4.0,Campfire,,,,0.5,B,30.65962868,-97.77762395,13.0,STATE OR PRIVATE,TX,Williamson,491,Williamson
2009,2454834.5,3,,4.0,Campfire,,,,4.0,B,34.33667562,-100.89679031,13.0,STATE OR PRIVATE,TX,Hall,191,Hall
2009,2454834.5,3,,4.0,Campfire,,,,0.1,A,30.2677689,-94.20978523,13.0,STATE OR PRIVATE,TX,Hardin,199,Hardin
2009,2454835.5,4,,4.0,Campfire,,,,1.0,B,32.767416,-94.573421,13.0,STATE OR PRIVATE,TX,Marion,315,Marion
2009,2454840.5,9,,4.0,Campfire,,,,1.0,B,33.06865787,-96.1897931,13.0,STATE OR PRIVATE,TX,Hunt,231,Hunt
2009,2454843.5,12,,4.0,Campfire,,,,0.1,A,30.946623,-98.279958,13.0,STATE OR PRIVATE,TX,Burnet,053,Burnet
2009,2454844.5,13,,4.0,Campfire,,,,1.0,B,31.62099,-95.8666,13.0,STATE OR PRIVATE,TX,Freestone,161,Freestone
2009,2454844.5,13,,4.0,Campfire,,,,0.5,B,28.80855478,-97.85700053,13.0,STATE OR PRIVATE,TX,Karnes,255,Karnes
2009,2454845.5,14,,4.0,Campfire,,,,1.0,B,31.79,-97.57,13.0,STATE OR PRIVATE,TX,Bosque,035,Bosque
2009,2454846.5,15,,4.0,Campfire,,,,5.0,B,29.90280499,-99.02093466,13.0,STATE OR PRIVATE,TX,Kerr,265,Kerr
2009,2454846.5,15,,4.0,Campfire,,,,0.5,B,32.388959,-99.51261408,13.0,STATE OR PRIVATE,TX,Callahan,059,Callahan
2009,2454846.5,15,,4.0,Campfire,,,,0.5,B,32.3285459,-94.94778675,13.0,STATE OR PRIVATE,TX,Rusk,401,Rusk
2009,2454847.5,16,,4.0,Campfire,,,,0.5,B,32.22120518,-95.35180677,13.0,STATE OR PRIVATE,TX,Smith,423,Smith
