Season,Datetime,Div,Country,League,Referee,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,PSH,PSD,PSA,B365H,B365D,B365A,LBH,LBD,LBA,BWH,BWD,BWA
2010/2011,2011-01-17 00:00:00,I2,Italy,Serie B,,Crotone,Reggina,0,0,D,0,0,D,,,,2.4,2.9,3.3,2.25,2.87,3.0,2.4,2.85,3.0
2010/2011,2011-01-16 00:00:00,E0,England,Premier League,M Dean,Tottenham,Man United,0,0,D,0,0,D,,,,2.88,3.3,2.5,3.0,3.25,2.38,2.9,3.4,2.45
2010/2011,2011-01-16 00:00:00,SP2,Spain,La Liga Segunda Division,,Elche,Granada,0,0,D,0,0,D,,,,2.1,3.2,3.6,2.2,3.0,3.0,2.1,3.05,3.25
2010/2011,2011-01-15 00:00:00,I1,Italy,Serie A,,Napoli,Fiorentina,0,0,D,0,0,D,,,,1.7,3.4,5.5,1.73,3.5,5.0,1.7,3.75,5.25
2010/2011,2011-01-15 00:00:00,SC1,Scotland,Division 1,,Dunfermline,Dundee,0,0,D,0,0,D,,,,2.1,3.5,3.25,2.0,3.5,3.3,2.1,3.4,2.95
2010/2011,2011-01-15 00:00:00,E2,England,League 1,G Scott,Southampton,Notts County,0,0,D,0,0,D,,,,1.5,4.0,7.0,1.53,4.0,6.0,1.5,3.9,5.25
2010/2011,2011-01-15 00:00:00,E1,England,Championship,M Jones,Burnley,QPR,0,0,D,0,0,D,,,,2.3,3.3,3.1,2.4,3.3,2.88,2.25,3.2,2.8
2010/2011,2011-01-15 00:00:00,SC0,Scotland,Premier League,E Norris,Motherwell,Inverness C,0,0,D,0,0,D,,,,2.1,3.4,3.4,2.1,3.4,3.4,2.0,3.25,3.3
2010/2011,2011-01-15 00:00:00,E1,England,Championship,C Webster,Coventry,Sheffield United,0,0,D,0,0,D,,,,2.2,3.3,3.25,2.1,3.4,3.4,2.1,3.1,3.2
2010/2011,2011-01-12 00:00:00,EC,England,Conference,W Barratt,AFC Wimbledon,Luton,0,0,D,0,0,D,,,,2.75,3.3,2.5,2.6,3.4,2.6,2.45,3.25,2.55
2010/2011,2011-01-09 00:00:00,I1,Italy,Serie A,,Cesena,Genoa,0,0,D,0,0,D,,,,3.1,3.1,2.4,2.8,3.2,2.5,2.95,3.05,2.4
2010/2011,2011-01-09 00:00:00,P1,Portugal,Liga I,,Nacional,Beira Mar,0,0,D,0,0,D,,,,1.91,3.25,4.2,1.73,3.2,4.33,1.8,3.1,4.5
2010/2011,2011-01-09 00:00:00,I1,Italy,Serie A,,Chievo,Palermo,0,0,D,0,0,D,,,,2.5,3.2,2.88,2.6,3.1,2.8,2.4,3.2,2.85
2010/2011,2011-01-09 00:00:00,SP1,Spain,La Liga Primera Division,,Osasuna,Getafe,0,0,D,0,0,D,,,,2.25,3.25,3.2,2.38,3.25,3.0,2.3,3.2,3.0
2010/2011,2011-01-09 00:00:00,G1,Greece,Ethniki Katigoria,,Ergotelis,Olympiakos Volou,0,0,D,0,0,D,,,,2.3,3.0,3.3,2.25,3.0,2.88,2.3,2.85,3.4
2010/2011,2011-01-09 00:00:00,P1,Portugal,Liga I,,Academica,Pacos Ferreira,0,0,D,0,0,D,,,,2.3,3.1,3.25,2.1,3.2,3.0,2.35,2.85,3.1
2010/2011,2011-01-08 00:00:00,EC,England,Conference,W Atkin,Bath City,Luton,0,0,D,0,0,D,,,,5.0,3.6,1.62,4.0,3.6,1.67,4.6,3.7,1.6
2010/2011,2011-01-08 00:00:00,EC,England,Conference,A Madley,Darlington,AFC Wimbledon,0,0,D,0,0,D,,,,2.9,3.25,2.2,2.5,3.3,2.38,2.65,3.25,2.35
2010/2011,2011-01-08 00:00:00,I2,Italy,Serie B,,Reggina,Sassuolo,0,0,D,0,0,D,,,,2.0,3.0,4.2,1.91,2.88,4.0,1.95,2.95,4.0
2010/2011,2011-01-06 00:00:00,I1,Italy,Serie A,,Genoa,Lazio,0,0,D,0,0,D,,,,2.38,3.0,3.25,2.38,3.0,2.75,2.3,3.05,3.15
2010/2011,2011-01-05 00:00:00,G1,Greece,Ethniki Katigoria,,AEK,Kerkyra,0,0,D,0,0,D,,,,1.44,4.0,8.0,1.36,4.0,7.0,1.37,4.2,9.0
2010/2011,2011-01-05 00:00:00,G1,Greece,Ethniki Katigoria,,Olympiakos Volou,Panionios,0,0,D,0,0,D,,,,2.05,3.1,4.0,1.9,3.2,3.5,2.05,2.95,3.9
2010/2011,2011-01-05 00:00:00,E0,England,Premier League,M Jones,Arsenal,Man City,0,0,D,0,0,D,,,,1.91,3.6,4.0,1.91,3.4,4.0,1.95,3.45,3.6
2010/2011,2011-01-03 00:00:00,E1,England,Championship,K Wright,Derby,Millwall,0,0,D,0,0,D,,,,2.2,3.3,3.25,2.2,3.3,3.3,2.05,3.1,3.3
2010/2011,2011-01-03 00:00:00,SP1,Spain,La Liga Primera Division,,Ath Madrid,Santander,0,0,D,0,0,D,,,,1.44,4.33,7.0,1.4,3.75,7.0,1.4,4.4,7.25
2010/2011,2011-01-01 00:00:00,E3,England,League 2,O Langford,Burton,Shrewsbury,0,0,D,0,0,D,,,,2.5,3.25,2.8,2.5,3.4,2.7,2.45,3.2,2.55
2010/2011,2011-01-01 00:00:00,EC,England,Conference,D Bond,Altrincham,Wrexham,0,0,D,0,0,D,,,,3.6,3.5,2.0,3.25,3.4,1.91,3.6,3.3,1.88
2010/2011,2011-01-01 00:00:00,EC,England,Conference,R Fletcher,Cambridge,Histon,0,0,D,0,0,D,,,,1.44,4.33,7.0,1.44,4.0,5.5,1.45,3.9,6.0
2010/2011,2011-01-01 00:00:00,E2,England,League 1,B Malone,Plymouth,Yeovil,0,0,D,0,0,D,,,,1.91,3.4,4.0,1.91,3.4,4.0,1.75,3.45,4.0
2010/2011,2011-01-01 00:00:00,SC0,Scotland,Premier League,S O'Reilly,Hamilton,Motherwell,0,0,D,0,0,D,,,,3.0,3.4,2.3,2.88,3.4,2.38,3.05,3.25,2.1
2010/2011,2010-12-29 00:00:00,SC1,Scotland,Division 1,,Falkirk,Raith Rvs,0,0,D,0,0,D,,,,2.2,3.6,3.0,2.2,3.6,2.8,2.2,3.4,2.75
2010/2011,2010-12-29 00:00:00,B1,Belgium,Jupiler League,,Germinal,Eupen,0,0,D,0,0,D,,,,1.95,3.5,3.75,1.9,3.25,3.4,1.95,3.4,3.4
2010/2011,2010-12-26 00:00:00,SC1,Scotland,Division 1,,Partick,Raith Rvs,0,0,D,0,0,D,,,,3.0,3.6,2.2,2.8,3.6,2.2,2.95,3.4,2.1
2010/2011,2010-12-22 00:00:00,F1,France,Le Championnat,,Arles,Nice,0,0,D,0,0,D,,,,3.25,3.1,2.3,2.75,3.0,2.38,3.3,2.95,2.3
2010/2011,2010-12-22 00:00:00,F1,France,Le Championnat,,Brest,Marseille,0,0,D,0,0,D,,,,3.8,3.0,2.15,3.0,3.2,2.1,3.6,3.0,2.15
2010/2011,2010-12-21 00:00:00,F1,France,Le Championnat,,Lorient,Montpellier,0,0,D,0,0,D,,,,2.1,3.1,3.8,2.0,3.2,3.2,2.1,2.9,3.8
2010/2011,2010-12-21 00:00:00,F2,France,Division 2,,Laval,Troyes,0,0,D,0,0,D,,,,2.25,3.0,3.4,2.2,2.88,3.1,2.15,2.9,3.4
2010/2011,2010-12-20 00:00:00,SP1,Spain,La Liga Primera Division,,Santander,Hercules,0,0,D,0,0,D,,,,1.91,3.4,4.0,1.91,3.4,4.0,1.9,3.35,3.9
2010/2011,2010-12-19 00:00:00,P1,Portugal,Liga I,,Olhanense,Nacional,0,0,D,0,0,D,,,,2.63,3.0,2.88,2.4,3.2,2.5,2.45,3.0,2.8
2010/2011,2010-12-19 00:00:00,I1,Italy,Serie A,,Parma,Bologna,0,0,D,0,0,D,,,,1.75,3.4,5.0,1.8,3.2,5.0,1.75,3.3,4.8
2010/2011,2010-12-19 00:00:00,SP1,Spain,La Liga Primera Division,,Osasuna,Zaragoza,0,0,D,0,0,D,,,,2.0,3.4,3.75,1.91,3.4,4.0,1.91,3.2,4.1
2010/2011,2010-12-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Recreativo,0,0,D,0,0,D,,,,2.63,3.0,2.88,2.7,3.0,2.4,2.55,2.9,2.65
2010/2011,2010-12-18 00:00:00,SP2,Spain,La Liga Segunda Division,,Huesca,Granada,0,0,D,0,0,D,,,,2.5,3.0,3.0,2.4,3.1,2.6,2.35,3.0,2.85
2010/2011,2010-12-18 00:00:00,G1,Greece,Ethniki Katigoria,,Panionios,Asteras Tripolis,0,0,D,0,0,D,,,,2.1,3.1,3.75,2.0,3.2,3.2,1.91,3.1,4.25
2010/2011,2010-12-17 00:00:00,F2,France,Division 2,,Nantes,Sedan,0,0,D,0,0,D,,,,2.4,3.0,3.1,2.2,2.88,3.1,2.2,3.0,3.2
2010/2011,2010-12-15 00:00:00,SC3,Scotland,Division 3,,Arbroath,Stranraer,0,0,D,0,0,D,,,,2.4,3.5,2.75,2.38,3.5,2.62,2.3,3.5,2.55
2010/2011,2010-12-14 00:00:00,SC1,Scotland,Division 1,,Dunfermline,Partick,0,0,D,0,0,D,,,,1.53,4.2,5.5,1.53,4.0,5.5,1.5,3.8,5.5
2010/2011,2010-12-13 00:00:00,D2,Germany,Bundesliga 2,,Cottbus,Union Berlin,0,0,D,0,0,D,,,,1.8,3.5,4.5,1.73,3.4,4.0,1.65,3.5,4.8
2010/2011,2010-12-12 00:00:00,B1,Belgium,Jupiler League,,Anderlecht,Lokeren,0,0,D,0,0,D,,,,1.4,4.5,7.5,1.4,3.75,7.0,1.4,4.4,6.25
2010/2011,2010-12-12 00:00:00,F1,France,Le Championnat,,Bordeaux,Rennes,0,0,D,0,0,D,,,,2.05,3.1,3.9,2.0,3.0,3.4,2.05,3.3,3.9
2010/2011,2010-12-12 00:00:00,G1,Greece,Ethniki Katigoria,,Asteras Tripolis,Panathinaikos,0,0,D,0,0,D,,,,6.25,3.7,1.57,5.0,3.5,1.57,6.25,3.6,1.55
2010/2011,2010-12-11 00:00:00,E2,England,League 1,S Rushton,Colchester,Yeovil,0,0,D,0,0,D,,,,1.73,3.75,4.5,1.67,3.75,5.0,1.57,3.6,5.0
2010/2011,2010-12-11 00:00:00,E1,England,Championship,P Teirney,Reading,Coventry,0,0,D,0,0,D,,,,1.8,3.5,4.5,1.83,3.5,4.33,1.8,3.45,3.75
2010/2011,2010-12-11 00:00:00,E1,England,Championship,S Tanner,Crystal Palace,Hull,0,0,D,0,0,D,,,,2.38,3.25,3.0,2.38,3.25,3.0,2.4,3.2,2.65
2010/2011,2010-12-11 00:00:00,D2,Germany,Bundesliga 2,,Paderborn,Duisburg,0,0,D,0,0,D,,,,3.1,3.3,2.25,2.75,3.2,2.25,3.0,3.3,2.15
2010/2011,2010-12-11 00:00:00,N1,Netherlands,Eredivisie,,Graafschap,PSV Eindhoven,0,0,D,0,0,D,,,,8.0,4.75,1.36,7.0,4.0,1.36,6.75,4.5,1.37
2010/2011,2010-12-11 00:00:00,E0,England,Premier League,M Oliver,Everton,Wigan,0,0,D,0,0,D,,,,1.4,4.5,9.0,1.44,4.33,7.0,1.4,4.25,7.75
2010/2011,2010-12-11 00:00:00,E0,England,Premier League,N Swarbrick,Fulham,Sunderland,0,0,D,0,0,D,,,,2.2,3.25,3.4,2.25,3.25,3.25,2.15,3.2,3.3
2010/2011,2010-12-11 00:00:00,D1,Germany,Bundesliga 1,,Kaiserslautern,Wolfsburg,0,0,D,0,0,D,,,,2.5,3.3,2.75,2.4,3.3,2.88,2.35,3.4,2.75
2010/2011,2010-12-11 00:00:00,F1,France,Le Championnat,,Brest,Montpellier,0,0,D,0,0,D,,,,2.4,3.0,3.2,2.3,2.88,2.9,2.35,2.95,3.2
2010/2011,2010-12-11 00:00:00,F1,France,Le Championnat,,Caen,Nice,0,0,D,0,0,D,,,,2.05,3.1,3.9,2.0,3.0,3.4,2.1,3.1,3.5
2010/2011,2010-12-10 00:00:00,D2,Germany,Bundesliga 2,,Aachen,Fortuna Dusseldorf,0,0,D,0,0,D,,,,1.91,3.4,4.0,1.91,3.2,3.5,2.05,3.5,3.6
2010/2011,2010-12-10 00:00:00,D2,Germany,Bundesliga 2,,Greuther Furth,Oberhausen,0,0,D,0,0,D,,,,1.4,4.33,8.5,1.44,3.6,6.5,1.4,4.2,6.75
2010/2011,2010-12-04 00:00:00,D1,Germany,Bundesliga 1,,Wolfsburg,Werder Bremen,0,0,D,0,0,D,,,,2.0,3.6,3.5,2.1,3.3,3.5,2.05,3.5,3.6
2010/2011,2010-12-04 00:00:00,SP2,Spain,La Liga Segunda Division,,Barcelona B,Valladolid,0,0,D,0,0,D,,,,2.2,3.2,3.3,2.1,3.2,3.0,2.15,3.1,3.1
2010/2011,2010-12-03 00:00:00,SP2,Spain,La Liga Segunda Division,,Xerez,Ponferradina,0,0,D,0,0,D,,,,1.5,4.0,6.5,1.62,3.3,5.0,1.6,3.4,5.2
2010/2011,2010-12-03 00:00:00,F2,France,Division 2,,Sedan,Reims,0,0,D,0,0,D,,,,1.53,3.6,7.0,1.5,3.5,6.0,1.5,3.5,6.75
2010/2011,2010-12-01 00:00:00,F1,France,Le Championnat,,Marseille,Rennes,0,0,D,0,0,D,,,,1.67,3.5,5.5,1.67,3.25,4.5,1.62,3.6,5.5
2010/2011,2010-11-30 00:00:00,EC,England,Conference,S Burt,Kidderminster,York,0,0,D,0,0,D,,,,2.4,3.3,2.9,2.0,3.4,3.0,2.2,3.25,2.85
2010/2011,2010-11-28 00:00:00,I1,Italy,Serie A,,Brescia,Genoa,0,0,D,0,0,D,,,,3.0,3.0,2.5,2.6,3.0,2.5,2.8,3.1,2.5
2010/2011,2010-11-28 00:00:00,B1,Belgium,Jupiler League,,Mechelen,Waregem,0,0,D,0,0,D,,,,2.1,3.3,3.5,1.83,3.4,3.5,1.95,3.4,3.4
2010/2011,2010-11-27 00:00:00,E1,England,Championship,K Wright,Preston,Millwall,0,0,D,0,0,D,,,,2.5,3.3,2.75,2.4,3.4,2.8,2.35,3.1,2.75
2010/2011,2010-11-27 00:00:00,E1,England,Championship,F Graham,Reading,Leeds,0,0,D,0,0,D,,,,2.0,3.5,3.6,2.0,3.4,3.75,1.88,3.4,3.5
2010/2011,2010-11-27 00:00:00,E1,England,Championship,G Salisbury,Barnsley,Watford,0,0,D,0,0,D,,,,2.25,3.4,3.1,2.25,3.25,3.25,2.25,3.35,2.7
2010/2011,2010-11-27 00:00:00,SC0,Scotland,Premier League,C Lautiar,Hibernian,St Johnstone,0,0,D,0,0,D,,,,2.0,3.4,3.75,1.95,3.5,3.75,1.8,3.4,3.85
2010/2011,2010-11-27 00:00:00,SC0,Scotland,Premier League,M Levi,Hamilton,St Mirren,0,0,D,0,0,D,,,,2.1,3.3,3.5,2.2,3.5,3.1,2.1,3.3,3.0
2010/2011,2010-11-26 00:00:00,SP2,Spain,La Liga Segunda Division,,Ponferradina,Celta,0,0,D,0,0,D,,,,3.4,3.2,2.15,2.8,3.1,2.25,3.05,3.05,2.2
2010/2011,2010-11-26 00:00:00,F2,France,Division 2,,Metz,Sedan,0,0,D,0,0,D,,,,2.9,2.9,2.6,2.62,2.88,2.5,2.65,2.9,2.65
2010/2011,2010-11-26 00:00:00,F2,France,Division 2,,Laval,Istres,0,0,D,0,0,D,,,,1.83,3.0,5.0,1.83,3.0,4.0,1.78,3.1,4.6
2010/2011,2010-11-26 00:00:00,F2,France,Division 2,,Troyes,Le Havre,0,0,D,0,0,D,,,,2.2,3.0,3.6,2.25,2.88,3.0,2.25,3.0,3.1
2010/2011,2010-11-26 00:00:00,F2,France,Division 2,,Vannes,Angers,0,0,D,0,0,D,,,,2.35,3.0,3.2,2.2,3.0,3.0,2.25,3.0,3.1
2010/2011,2010-11-23 00:00:00,E2,England,League 1,I Williamson,Southampton,Brighton,0,0,D,0,0,D,,,,1.91,3.4,4.0,2.0,3.4,3.75,1.91,3.4,3.4
2010/2011,2010-11-21 00:00:00,SP2,Spain,La Liga Segunda Division,,Cordoba,Villarreal B,0,0,D,0,0,D,,,,2.1,3.2,3.6,2.1,3.1,3.1,2.1,3.15,3.15
2010/2011,2010-11-21 00:00:00,T1,Turkey,Futbol Ligi 1,,Trabzonspor,Eskisehirspor,0,0,D,0,0,D,,,,1.25,5.0,9.5,1.25,4.5,10.0,1.25,5.0,10.0
2010/2011,2010-11-21 00:00:00,T1,Turkey,Futbol Ligi 1,,Kayserispor,Galatasaray,0,0,D,0,0,D,,,,2.3,3.2,3.2,2.2,3.25,2.75,2.15,3.1,3.2
2010/2011,2010-11-20 00:00:00,N1,Netherlands,Eredivisie,,Ajax,PSV Eindhoven,0,0,D,0,0,D,,,,2.38,3.4,2.88,2.25,3.2,2.75,2.3,3.5,2.65
2010/2011,2010-11-20 00:00:00,SP2,Spain,La Liga Segunda Division,,Elche,Girona,0,0,D,0,0,D,,,,1.73,3.4,5.25,1.73,3.2,4.33,1.7,3.3,4.5
2010/2011,2010-11-20 00:00:00,I2,Italy,Serie B,,Sassuolo,Triestina,0,0,D,0,0,D,,,,1.75,3.25,5.25,1.73,3.1,4.5,1.8,3.0,4.5
2010/2011,2010-11-20 00:00:00,I2,Italy,Serie B,,Ascoli,Varese,0,0,D,0,0,D,,,,2.38,2.9,3.3,2.25,2.88,3.0,2.35,2.9,2.95
2010/2011,2010-11-20 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Huesca,0,0,D,0,0,D,,,,2.1,3.1,3.75,2.2,3.0,3.0,2.1,3.1,3.2
2010/2011,2010-11-14 00:00:00,I1,Italy,Serie A,,Sampdoria,Chievo,0,0,D,0,0,D,,,,1.91,3.3,4.2,1.91,3.25,4.33,1.85,3.3,4.15
2010/2011,2010-11-14 00:00:00,SP1,Spain,La Liga Primera Division,,Santander,Espanol,0,0,D,0,0,D,,,,2.38,3.0,3.2,2.38,3.25,3.0,2.3,3.1,3.1
2010/2011,2010-11-14 00:00:00,SP1,Spain,La Liga Primera Division,,Mallorca,La Coruna,0,0,D,0,0,D,,,,1.8,3.5,4.5,1.83,3.4,4.5,1.75,3.45,4.5
2010/2011,2010-11-14 00:00:00,D2,Germany,Bundesliga 2,,Cottbus,Munich 1860,0,0,D,0,0,D,,,,2.05,3.4,3.5,2.0,3.2,3.2,2.05,3.25,3.25
2010/2011,2010-11-13 00:00:00,T1,Turkey,Futbol Ligi 1,,Eskisehirspor,Antalyaspor,0,0,D,0,0,D,,,,2.3,3.25,3.1,2.38,3.2,2.6,2.25,3.1,3.0
2010/2011,2010-11-13 00:00:00,T1,Turkey,Futbol Ligi 1,,Bucaspor,Ankaragucu,0,0,D,0,0,D,,,,2.8,3.25,2.5,2.75,3.2,2.25,2.6,3.1,2.55
2010/2011,2010-11-13 00:00:00,F1,France,Le Championnat,,Monaco,Arles,0,0,D,0,0,D,,,,1.53,3.6,7.5,1.53,3.5,5.5,1.5,3.7,7.0
2010/2011,2010-11-13 00:00:00,E0,England,Premier League,K Friend,West Ham,Blackpool,0,0,D,0,0,D,,,,1.91,3.6,4.0,1.91,3.6,3.8,1.85,3.6,3.8
2010/2011,2010-11-13 00:00:00,SC1,Scotland,Division 1,,Partick,Morton,0,0,D,0,0,D,,,,2.1,3.6,3.2,2.1,3.6,3.0,2.0,3.4,3.15
2010/2011,2010-11-13 00:00:00,EC,England,Conference,R Whitton,Eastbourne Borough,Newport County,0,0,D,0,0,D,,,,3.0,3.3,2.2,2.62,3.3,2.25,2.9,3.5,2.1
2010/2011,2010-11-13 00:00:00,E0,England,Premier League,L Probert,Newcastle,Fulham,0,0,D,0,0,D,,,,1.91,3.4,4.2,1.91,3.4,4.0,1.85,3.4,4.0
2010/2011,2010-11-13 00:00:00,E0,England,Premier League,M Jones,Man City,Birmingham,0,0,D,0,0,D,,,,1.4,4.5,8.5,1.4,4.5,8.0,1.38,4.5,7.5
2010/2011,2010-11-13 00:00:00,SC2,Scotland,Division 2,,Brechin,Forfar,0,0,D,0,0,D,,,,1.91,3.6,3.8,1.83,3.6,3.75,1.75,3.5,3.9
2010/2011,2010-11-13 00:00:00,SP2,Spain,La Liga Segunda Division,,Gimnastic,Elche,0,0,D,0,0,D,,,,2.3,3.2,3.1,2.25,3.1,2.8,2.45,3.05,2.65
2010/2011,2010-11-13 00:00:00,E3,England,League 2,I Williamson,Northampton,Port Vale,0,0,D,0,0,D,,,,2.75,3.3,2.5,2.7,3.4,2.5,2.7,3.1,2.4
2010/2011,2010-11-13 00:00:00,SP2,Spain,La Liga Segunda Division,,Huesca,Tenerife,0,0,D,0,0,D,,,,2.4,3.0,3.2,2.25,3.1,2.9,2.45,3.0,2.7
2010/2011,2010-11-13 00:00:00,I2,Italy,Serie B,,Triestina,Portogruaro,0,0,D,0,0,D,,,,1.91,3.0,4.75,1.83,3.0,4.0,1.9,2.95,4.05
2010/2011,2010-11-13 00:00:00,E1,England,Championship,A D'Urso,Nott'm Forest,QPR,0,0,D,0,0,D,,,,2.5,3.25,2.8,2.6,3.2,2.75,2.3,3.2,2.75
2010/2011,2010-11-13 00:00:00,D1,Germany,Bundesliga 1,,Werder Bremen,Ein Frankfurt,0,0,D,0,0,D,,,,1.91,3.6,3.75,1.91,3.4,4.0,1.9,3.5,3.7
2010/2011,2010-11-12 00:00:00,P1,Portugal,Liga I,,Nacional,Maritimo,0,0,D,0,0,D,,,,2.25,3.2,3.25,1.91,3.2,3.5,2.2,2.95,3.25
2010/2011,2010-11-10 00:00:00,I1,Italy,Serie A,,Chievo,Bari,0,0,D,0,0,D,,,,2.05,3.2,3.75,1.91,3.2,3.5,2.0,3.2,3.7
2010/2011,2010-11-10 00:00:00,E0,England,Premier League,C Foy,Man City,Man United,0,0,D,0,0,D,,,,2.63,3.25,2.75,2.62,3.3,2.62,2.5,3.2,2.7
2010/2011,2010-11-09 00:00:00,EC,England,Conference,D Bond,Fleetwood Town,Gateshead,0,0,D,0,0,D,,,,1.67,3.9,4.75,1.62,3.5,4.5,1.6,3.5,5.0
2010/2011,2010-11-09 00:00:00,EC,England,Conference,N Kinseley,Eastbourne Borough,Forest Green,0,0,D,0,0,D,,,,1.73,3.8,4.5,1.73,3.5,3.8,1.72,3.75,3.8
2010/2011,2010-11-09 00:00:00,I2,Italy,Serie B,,Grosseto,Varese,0,0,D,0,0,D,,,,2.63,2.88,3.0,2.25,2.88,3.0,2.3,2.85,3.05
2010/2011,2010-11-08 00:00:00,D2,Germany,Bundesliga 2,,Osnabruck,Karlsruhe,0,0,D,0,0,D,,,,2.3,3.4,3.0,2.25,3.2,2.75,2.25,3.35,2.8
2010/2011,2010-11-07 00:00:00,I1,Italy,Serie A,,Sampdoria,Catania,0,0,D,0,0,D,,,,1.83,3.4,4.5,1.83,3.4,4.5,1.8,3.25,4.55
2010/2011,2010-11-06 00:00:00,SC2,Scotland,Division 2,,Stenhousemuir,Brechin,0,0,D,0,0,D,,,,3.0,3.6,2.2,2.9,3.6,2.15,2.85,3.5,2.1
2010/2011,2010-11-06 00:00:00,I2,Italy,Serie B,,Varese,Cittadella,0,0,D,0,0,D,,,,1.75,3.25,5.25,1.73,3.1,4.5,1.7,3.3,4.75
2010/2011,2010-11-06 00:00:00,I2,Italy,Serie B,,Grosseto,Torino,0,0,D,0,0,D,,,,3.1,2.8,2.6,2.75,2.8,2.5,3.0,2.5,2.7
2010/2011,2010-11-02 00:00:00,E3,England,League 2,P Quinn,Burton,Port Vale,0,0,D,0,0,D,,,,2.6,3.25,2.7,2.75,3.3,2.5,2.75,3.2,2.3
2010/2011,2010-10-31 00:00:00,I1,Italy,Serie A,,Catania,Fiorentina,0,0,D,0,0,D,,,,2.63,3.1,2.75,2.5,3.2,2.88,2.65,3.05,2.65
2010/2011,2010-10-31 00:00:00,I1,Italy,Serie A,,Parma,Chievo,0,0,D,0,0,D,,,,2.1,3.2,3.6,2.2,3.2,3.4,2.05,3.15,3.6
2010/2011,2010-10-31 00:00:00,N1,Netherlands,Eredivisie,,Nijmegen,Vitesse,0,0,D,0,0,D,,,,1.8,3.5,4.5,1.8,3.3,3.75,1.8,3.3,3.95
2010/2011,2010-10-31 00:00:00,G1,Greece,Ethniki Katigoria,,Iraklis,Olympiakos Volou,0,0,D,0,0,D,,,,2.1,3.2,3.6,2.0,3.0,3.4,2.05,3.0,3.9
2010/2011,2010-10-31 00:00:00,E0,England,Premier League,H Webb,Aston Villa,Birmingham,0,0,D,0,0,D,,,,1.8,3.6,4.5,1.83,3.4,4.5,1.85,3.4,4.6
2010/2011,2010-10-30 00:00:00,E3,England,League 2,D McDermid,Stevenage,Chesterfield,0,0,D,0,0,D,,,,2.38,3.3,2.9,2.4,3.4,2.8,2.4,3.25,2.6
2010/2011,2010-10-30 00:00:00,B1,Belgium,Jupiler League,,Germinal,St Truiden,0,0,D,0,0,D,,,,1.8,3.6,4.33,1.83,3.3,3.6,1.9,3.3,3.65
2010/2011,2010-10-30 00:00:00,I2,Italy,Serie B,,Empoli,Crotone,0,0,D,0,0,D,,,,1.85,3.2,4.6,1.83,3.0,4.0,1.85,2.9,4.4
2010/2011,2010-10-30 00:00:00,SP2,Spain,La Liga Segunda Division,,Huesca,Numancia,0,0,D,0,0,D,,,,2.45,3.1,3.0,2.25,3.1,2.8,2.3,3.0,2.9
2010/2011,2010-10-30 00:00:00,T1,Turkey,Futbol Ligi 1,,Eskisehirspor,Ankaragucu,0,0,D,0,0,D,,,,2.1,3.25,3.5,2.1,3.2,3.0,2.0,3.2,3.5
2010/2011,2010-10-30 00:00:00,I2,Italy,Serie B,,Portogruaro,Piacenza,0,0,D,0,0,D,,,,2.5,2.9,3.1,2.38,2.8,2.88,2.55,2.8,2.75
2010/2011,2010-10-30 00:00:00,T1,Turkey,Futbol Ligi 1,,Gaziantepspor,Karabukspor,0,0,D,0,0,D,,,,2.38,3.25,2.9,2.25,3.2,2.75,2.1,3.2,3.2
2010/2011,2010-10-29 00:00:00,B1,Belgium,Jupiler League,,Charleroi,Kortrijk,0,0,D,0,0,D,,,,2.65,3.4,2.5,2.38,3.3,2.5,2.7,3.15,2.4
2010/2011,2010-10-29 00:00:00,F2,France,Division 2,,Nimes,Laval,0,0,D,0,0,D,,,,2.2,3.0,3.6,2.1,3.0,3.2,2.1,2.9,3.6
2010/2011,2010-10-29 00:00:00,F2,France,Division 2,,Dijon,Nantes,0,0,D,0,0,D,,,,2.5,3.0,3.0,2.38,2.88,2.8,2.4,2.85,3.0
2010/2011,2010-10-25 00:00:00,F2,France,Division 2,,Le Havre,Nimes,0,0,D,0,0,D,,,,1.75,3.2,4.5,1.8,3.2,4.0,1.85,3.1,4.25
2010/2011,2010-10-24 00:00:00,T1,Turkey,Futbol Ligi 1,,Fenerbahce,Galatasaray,0,0,D,0,0,D,,,,1.75,3.6,4.5,1.83,3.2,3.75,1.7,3.7,4.2
2010/2011,2010-10-24 00:00:00,I1,Italy,Serie A,,Bologna,Juventus,0,0,D,0,0,D,,,,4.2,3.5,1.85,4.0,3.2,1.8,3.9,3.5,1.85
2010/2011,2010-10-24 00:00:00,I1,Italy,Serie A,,Parma,Roma,0,0,D,0,0,D,,,,3.0,3.2,2.38,2.6,3.2,2.38,2.9,3.2,2.35
2010/2011,2010-10-23 00:00:00,D1,Germany,Bundesliga 1,,Ein Frankfurt,Schalke 04,0,0,D,0,0,D,,,,2.8,3.25,2.5,2.8,3.3,2.5,2.65,3.4,2.45
2010/2011,2010-10-23 00:00:00,E3,England,League 2,D Whitestone,Cheltenham,Port Vale,0,0,D,0,0,D,,,,3.2,3.25,2.25,2.8,3.4,2.4,2.8,3.1,2.3
